%NumGrains 1
%BeamCenter 0.0
%BeamThickness 1000.000000
%GlobalPosition 0.000000
%NumPhases 1
%PhaseInfo
%	SpaceGroup:225
%	Lattice Parameter: 90.800000 90.80000 90.800000 90.000000 90.000000 90.000000
%GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	RMSErrorStrain	PhaseNr	Eul0	Eul1	Eul2
64	0.974187	0.117376	-0.192830	0.048149	0.726501	0.685480	0.220549	-0.677070	0.702097	0.398665	0.048383	0.704670	90.80	90.80	90.80	90.023229	90.008685	89.975450	95.796787	0.097793	0.085169	423.525761	1.000000	59.670430	-289.519768	-48.456813	-289.519768	419.927139	-144.436821	-48.456813	-144.436821	278.207632	365.433144	16.539675	99.024907	16.539675	350.450241	5.333318	99.024907	5.333318	459.812444	131.081423	1.000000	195.710523	45.404529	161.958401	
