1.0000000,0.0000000,0.0000000,0.0000000
0.9999103,0.0000000,0.0000000,-0.0133963
0.9999103,0.0000000,0.0000000,0.0133963
0.9996652,-0.0182951,-0.0182951,0.0000000
0.9996652,-0.0249916,-0.0066965,0.0000000
0.9996652,-0.0066965,-0.0249916,0.0000000
0.9996652,-0.0249916,0.0066965,0.0000000
0.9996652,0.0066965,-0.0249916,0.0000000
0.9996652,-0.0182951,0.0182951,0.0000000
0.9996652,0.0182951,-0.0182951,0.0000000
0.9996652,-0.0066965,0.0249916,0.0000000
0.9996652,0.0249916,-0.0066965,0.0000000
0.9996652,0.0066965,0.0249916,0.0000000
0.9996652,0.0249916,0.0066965,0.0000000
0.9996652,0.0182951,0.0182951,0.0000000
0.9996412,0.0000000,0.0000000,-0.0267853
0.9996412,0.0000000,0.0000000,0.0267853
0.9995756,-0.0182935,-0.0182935,-0.0133918
0.9995756,-0.0182935,-0.0182935,0.0133918
0.9995756,-0.0249894,-0.0066959,-0.0133918
0.9995756,-0.0249894,-0.0066959,0.0133918
0.9995756,-0.0066959,-0.0249894,-0.0133918
0.9995756,-0.0066959,-0.0249894,0.0133918
0.9995756,-0.0249894,0.0066959,-0.0133918
0.9995756,-0.0249894,0.0066959,0.0133918
0.9995756,0.0066959,-0.0249894,-0.0133918
0.9995756,0.0066959,-0.0249894,0.0133918
0.9995756,-0.0182935,0.0182935,-0.0133918
0.9995756,-0.0182935,0.0182935,0.0133918
0.9995756,0.0182935,-0.0182935,-0.0133918
0.9995756,0.0182935,-0.0182935,0.0133918
0.9995756,-0.0066959,0.0249894,-0.0133918
0.9995756,-0.0066959,0.0249894,0.0133918
0.9995756,0.0249894,-0.0066959,-0.0133918
0.9995756,0.0249894,-0.0066959,0.0133918
0.9995756,0.0066959,0.0249894,-0.0133918
0.9995756,0.0066959,0.0249894,0.0133918
0.9995756,0.0249894,0.0066959,-0.0133918
0.9995756,0.0249894,0.0066959,0.0133918
0.9995756,0.0182935,0.0182935,-0.0133918
0.9995756,0.0182935,0.0182935,0.0133918
0.9993068,-0.0182886,-0.0182886,-0.0267763
0.9993068,-0.0249827,-0.0066941,-0.0267763
0.9993068,-0.0182886,-0.0182886,0.0267763
0.9993068,-0.0066941,-0.0249827,-0.0267763
0.9993068,-0.0249827,-0.0066941,0.0267763
0.9993068,-0.0066941,-0.0249827,0.0267763
0.9993068,-0.0249827,0.0066941,-0.0267763
0.9993068,0.0066941,-0.0249827,-0.0267763
0.9993068,-0.0249827,0.0066941,0.0267763
0.9993068,0.0066941,-0.0249827,0.0267763
0.9993068,-0.0182886,0.0182886,-0.0267763
0.9993068,-0.0182886,0.0182886,0.0267763
0.9993068,0.0182886,-0.0182886,-0.0267763
0.9993068,0.0182886,-0.0182886,0.0267763
0.9993068,-0.0066941,0.0249827,-0.0267763
0.9993068,0.0249827,-0.0066941,-0.0267763
0.9993068,-0.0066941,0.0249827,0.0267763
0.9993068,0.0249827,-0.0066941,0.0267763
0.9993068,0.0066941,0.0249827,-0.0267763
0.9993068,0.0249827,0.0066941,-0.0267763
0.9993068,0.0066941,0.0249827,0.0267763
0.9993068,0.0182886,0.0182886,-0.0267763
0.9993068,0.0249827,0.0066941,0.0267763
0.9993068,0.0182886,0.0182886,0.0267763
0.9991933,0.0000000,0.0000000,-0.0401600
0.9991933,0.0000000,0.0000000,0.0401600
0.9988593,-0.0182804,-0.0182804,-0.0401465
0.9988593,-0.0249715,-0.0066911,-0.0401465
0.9988593,-0.0066911,-0.0249715,-0.0401465
0.9988593,-0.0182804,-0.0182804,0.0401465
0.9988593,-0.0249715,-0.0066911,0.0401465
0.9988593,-0.0066911,-0.0249715,0.0401465
0.9988593,-0.0249715,0.0066911,-0.0401465
0.9988593,0.0066911,-0.0249715,-0.0401465
0.9988593,-0.0249715,0.0066911,0.0401465
0.9988593,0.0066911,-0.0249715,0.0401465
0.9988593,-0.0182804,0.0182804,-0.0401465
0.9988593,0.0182804,-0.0182804,-0.0401465
0.9988593,-0.0182804,0.0182804,0.0401465
0.9988593,0.0182804,-0.0182804,0.0401465
0.9988593,-0.0066911,0.0249715,-0.0401465
0.9988593,0.0249715,-0.0066911,-0.0401465
0.9988593,-0.0066911,0.0249715,0.0401465
0.9988593,0.0249715,-0.0066911,0.0401465
0.9988593,0.0066911,0.0249715,-0.0401465
0.9988593,0.0249715,0.0066911,-0.0401465
0.9988593,0.0182804,0.0182804,-0.0401465
0.9988593,0.0066911,0.0249715,0.0401465
0.9988593,0.0249715,0.0066911,0.0401465
0.9988593,0.0182804,0.0182804,0.0401465
0.9987523,-0.0432472,-0.0249688,0.0000000
0.9987523,-0.0249688,-0.0432472,0.0000000
0.9987523,-0.0499376,-0.0000000,0.0000000
0.9987523,-0.0000000,-0.0499376,0.0000000
0.9987523,-0.0432472,0.0249688,0.0000000
0.9987523,0.0249688,-0.0432472,0.0000000
0.9987523,0.0432472,0.0249688,0.0000000
0.9987523,-0.0249688,0.0432472,0.0000000
0.9987523,0.0499376,-0.0000000,0.0000000
0.9987523,0.0432472,-0.0249688,0.0000000
0.9987523,0.0249688,0.0432472,0.0000000
0.9987523,0.0000000,0.0499376,0.0000000
0.9986629,-0.0365536,-0.0365536,0.0000000
0.9986629,-0.0432434,-0.0249666,-0.0133795
0.9986629,-0.0432434,-0.0249666,0.0133795
0.9986629,-0.0249666,-0.0432434,-0.0133795
0.9986629,-0.0499331,-0.0133795,0.0000000
0.9986629,-0.0249666,-0.0432434,0.0133795
0.9986629,-0.0133795,-0.0499331,0.0000000
0.9986629,-0.0499331,-0.0000000,-0.0133795
0.9986629,-0.0499331,-0.0000000,0.0133795
0.9986629,-0.0000000,-0.0499331,-0.0133795
0.9986629,-0.0000000,-0.0499331,0.0133795
0.9986629,-0.0499331,0.0133795,0.0000000
0.9986629,0.0133795,-0.0499331,0.0000000
0.9986629,-0.0432434,0.0249666,-0.0133795
0.9986629,-0.0432434,0.0249666,0.0133795
0.9986629,0.0249666,-0.0432434,-0.0133795
0.9986629,0.0249666,-0.0432434,0.0133795
0.9986629,-0.0365536,0.0365536,0.0000000
0.9986629,0.0365536,-0.0365536,0.0000000
0.9986629,0.0432434,0.0249666,0.0133795
0.9986629,0.0499331,0.0133795,0.0000000
0.9986629,-0.0249666,0.0432434,-0.0133795
0.9986629,0.0365536,0.0365536,0.0000000
0.9986629,-0.0249666,0.0432434,0.0133795
0.9986629,0.0432434,0.0249666,-0.0133795
0.9986629,0.0499331,-0.0000000,0.0133795
0.9986629,0.0249666,0.0432434,0.0133795
0.9986629,0.0432434,-0.0249666,-0.0133795
0.9986629,0.0499331,-0.0000000,-0.0133795
0.9986629,0.0432434,-0.0249666,0.0133795
0.9986629,0.0249666,0.0432434,-0.0133795
0.9986629,0.0499331,-0.0133795,0.0000000
0.9986629,-0.0133795,0.0499331,0.0000000
0.9986629,0.0133795,0.0499331,0.0000000
0.9986629,0.0000000,0.0499331,-0.0133795
0.9986629,0.0000000,0.0499331,0.0133795
0.9985736,-0.0365503,-0.0365503,-0.0133783
0.9985736,-0.0365503,-0.0365503,0.0133783
0.9985736,-0.0499287,-0.0133783,-0.0133783
0.9985736,-0.0499287,-0.0133783,0.0133783
0.9985736,-0.0133783,-0.0499287,-0.0133783
0.9985736,-0.0133783,-0.0499287,0.0133783
0.9985736,-0.0499287,0.0133783,-0.0133783
