SpotID	IntegratedIntensity	Omega(degrees)	YCen(px)	ZCen(px)	IMax	Radius(px)	Eta(degrees)	SigmaR	SigmaEta	NrPixels	TotalNrPixelsInPeakRegion	nPeaks	maxY	maxZ	diffY	diffZ	rawIMax	returnCode	retVal	BG	SigmaGR	SigmaLR	SigmaGEta	SigmaLEta	MU
1	47626.274345	29.250000	1599.999791	310.000244	3750.000000	917.075466	140.930386	8.250197	0.095707	45	45	1	1600	310	0.000209	-0.000244	7500.000000	4	6288.030333	0.000000	8.250197	1.531886	0.044043	0.095707	1.000000
