SpotID	IntegratedIntensity	Omega(degrees)	YCen(px)	ZCen(px)	IMax	Radius(px)	Eta(degrees)	SigmaR	SigmaEta	NrPixels	TotalNrPixelsInPeakRegion	nPeaks	maxY	maxZ	diffY	diffZ	rawIMax	returnCode	retVal	BG	SigmaGR	SigmaLR	SigmaGEta	SigmaLEta	MU
1	47592.287634	93.500000	250.000284	526.000193	3750.000000	917.605236	-122.720219	8.454309	0.575079	45	45	1	250	526	-0.000284	-0.000193	7500.000000	4	6285.426390	0.000000	8.454309	1.532736	0.575079	0.095705	1.000000
2	47624.947301	93.500000	312.000214	378.000201	3750.000000	958.559042	-132.209357	5.422810	0.315167	45	45	1	312	378	-0.000214	-0.000201	7500.000000	4	6287.640153	0.000000	5.422810	1.531648	0.315167	0.091551	1.000000
