SpotID	IntegratedIntensity	Omega(degrees)	YCen(px)	ZCen(px)	IMax	Radius(px)	Eta(degrees)	SigmaR	SigmaEta	NrPixels	TotalNrPixelsInPeakRegion	nPeaks	maxY	maxZ	diffY	diffZ	rawIMax	returnCode	retVal	BG	SigmaGR	SigmaLR	SigmaGEta	SigmaLEta	MU
1	47551.243037	160.000000	611.000562	785.000340	3750.000000	474.435851	-119.969568	8.080517	0.185158	45	45	1	611	785	-0.000562	-0.000340	7500.000000	4	6281.674573	0.000000	8.080517	1.533197	0.129923	0.185158	1.000000
2	47779.605541	160.000000	1411.999644	1407.999647	3750.000000	548.721650	45.295337	9.062510	0.445058	45	45	1	1412	1408	0.000356	0.000353	7500.000000	4	6288.430109	10.000000	9.062510	1.524510	0.445058	0.159184	1.000000
