SpotID	IntegratedIntensity	Omega(degrees)	YCen(px)	ZCen(px)	IMax	Radius(px)	Eta(degrees)	SigmaR	SigmaEta	NrPixels	TotalNrPixelsInPeakRegion	nPeaks	maxY	maxZ	diffY	diffZ	rawIMax	returnCode	retVal	BG	SigmaGR	SigmaLR	SigmaGEta	SigmaLEta	MU
1	47076.000439	89.750000	548.000555	997.000048	3750.000000	474.658268	-93.019130	7.408618	0.990099	45	45	1	548	997	-0.000555	-0.000048	7500.000000	4	6225.397007	4.101617	7.408618	1.534750	0.990099	0.185259	1.000000
2	47625.083010	89.750000	669.000434	704.000404	3750.000000	475.113078	-132.014102	9.135130	0.905627	45	45	1	669	704	-0.000434	-0.000404	7500.000000	4	6287.667410	0.000000	9.135130	1.531660	0.905627	0.184708	1.000000
