SpotID	IntegratedIntensity	Omega(degrees)	YCen(px)	ZCen(px)	IMax	Radius(px)	Eta(degrees)	SigmaR	SigmaEta	NrPixels	TotalNrPixelsInPeakRegion	nPeaks	maxY	maxZ	diffY	diffZ	rawIMax	returnCode	retVal	BG	SigmaGR	SigmaLR	SigmaGEta	SigmaLEta	MU
1	93789.461189	66.750000	125.006644	1212.485941	13312.467832	916.996169	-78.010749	1.013634	0.084438	52	52	2	125	1213	-0.006644	0.514059	12048.000000	4	581.308760	0.000601	1.013634	0.172314	0.070373	0.084438	0.023684
2	771.167101	66.750000	124.708862	1212.868433	37123.582160	917.366964	-77.991245	0.321347	0.604708	52	52	2	125	1212	0.291138	-0.868433	12048.000000	4	581.308760	0.000601	0.015777	0.321347	0.604708	0.005007	0.045168
