SpotID IntegratedIntensity Omega(degrees) YCen(px) ZCen(px) IMax MinOme(degrees) MaxOme(degress) SigmaR SigmaEta NrPx NrPxTot Radius(px) Eta(degrees)
189 47354.743928 -33.250000 1874.999704 687.000122 3750.000000 -33.250000 -33.250000 9.046950 0.095969 45.000000 45.000000 916.424254 111.441501
190 47076.001185 -34.750000 550.000531 968.000087 3750.000000 -34.750000 -34.750000 8.415737 0.689086 45.000000 45.000000 475.078403 -96.526646
191 47361.781647 -39.000000 512.000494 819.000207 3750.000000 -39.000000 -39.000000 9.040024 0.819615 45.000000 45.000000 548.915670 -111.704494
192 47076.001252 -39.000000 1936.999710 987.000019 3750.000000 -39.000000 -39.000000 8.057303 0.096036 45.000000 45.000000 915.668864 92.190573
193 47352.950466 -39.500000 511.000494 822.000204 3750.000000 -39.500000 -39.500000 9.045122 0.160274 45.000000 45.000000 548.744397 -111.374849
194 47076.000282 -39.750000 1936.999711 983.000021 3750.000000 -39.750000 -39.750000 8.156752 0.096018 45.000000 45.000000 915.830481 92.440637
195 47076.000519 -40.250000 1492.999468 1075.999912 3750.000000 -40.250000 -40.250000 8.416526 1.005104 45.000000 45.000000 474.084897 83.459617
196 42498.593570 -43.000000 1973.999668 1130.999963 3750.000000 -43.000000 -43.000000 4.057341 0.080616 45.000000 45.000000 958.219369 83.468317
197 47626.341091 -43.250000 441.000209 1731.999758 3750.000000 -43.250000 -43.250000 8.978353 0.095670 45.000000 45.000000 917.420521 -39.293801
198 93894.859550 -44.250000 443.497522 1733.480198 11909.631292 -44.250000 -44.250000 3.508750 0.078950 56.000000 56.000000 916.989198 -39.114460
199 849.763267 -44.250000 443.192958 1734.348292 51294.999999 -44.250000 -44.250000 0.411138 0.120308 56.000000 56.000000 917.854934 -39.095024
200 47626.364486 -45.750000 420.000283 526.000246 3750.000000 -45.750000 -45.750000 4.715187 0.229332 45.000000 45.000000 780.012445 -129.485801
201 47362.814207 -45.750000 1530.999506 1224.999792 3750.000000 -45.750000 -45.750000 9.054438 0.717604 45.000000 45.000000 547.986690 68.256839
202 47353.974701 -46.250000 1531.999505 1221.999795 3750.000000 -46.250000 -46.250000 9.046182 0.160545 45.000000 45.000000 547.813302 68.587032
203 47623.723350 -47.250000 374.000213 372.000213 3750.000000 -47.250000 -47.250000 9.071209 0.566603 45.000000 45.000000 917.825390 -135.088283
204 47623.726219 -47.500000 372.000213 375.000213 3750.000000 -47.500000 -47.500000 7.481193 0.477760 45.000000 45.000000 917.119647 -134.867473
205 47075.999705 -49.250000 947.000036 1936.999719 3750.000000 -49.250000 -49.250000 8.303052 0.095779 45.000000 45.000000 918.068342 -4.685899
206 47076.000480 -54.000000 945.000037 1935.999719 3750.000000 -54.000000 -54.000000 8.314600 0.110662 45.000000 45.000000 917.237418 -4.815516
207 47309.965779 -55.750000 289.000348 1285.999870 3750.000000 -55.750000 -55.750000 1.535306 0.634328 45.000000 45.000000 779.092049 -70.192821
208 9472.210833 -56.500000 288.775678 1287.557449 60239.999909 -56.500000 -56.500000 0.775147 0.058767 52.000000 52.000000 779.832460 -70.090746
209 85935.284789 -56.500000 289.573985 1288.036531 52441.180675 -56.500000 -56.500000 1.112043 0.073765 52.000000 52.000000 779.245342 -70.037638
210 47626.365736 -57.250000 1622.999717 1517.999753 3750.000000 -57.250000 -57.250000 8.754996 0.616813 45.000000 45.000000 779.240922 50.467444
211 47626.329328 -59.500000 1601.999790 312.000243 3750.000000 -59.500000 -59.500000 8.780395 0.095736 45.000000 45.000000 916.787550 140.754566
212 47626.289770 -60.500000 1599.999790 311.000244 3750.000000 -60.500000 -60.500000 9.178874 0.095788 45.000000 45.000000 916.299302 140.890976
213 47088.355629 -61.250000 123.000274 842.000061 3750.000000 -61.250000 -61.250000 8.668367 0.541590 45.000000 45.000000 916.842673 -101.322188
214 94183.153030 -61.750000 122.000273 845.000060 7500.000000 -61.750000 -61.750000 8.658323 0.540880 45.000000 45.000000 917.239602 -101.126175
215 47623.724898 -62.000000 1668.999787 1671.999786 3750.000000 -62.000000 -62.000000 9.074318 0.095683 45.000000 45.000000 917.119647 44.867473
216 47623.722429 -62.250000 1670.999786 1668.999787 3750.000000 -62.250000 -62.250000 9.073240 0.095757 45.000000 45.000000 916.411178 45.088419
217 47309.965800 -65.250000 1754.999652 758.000130 3750.000000 -65.250000 -65.250000 1.535307 0.653875 45.000000 45.000000 779.092049 109.807179
218 116.467684 -66.000000 1754.367319 756.930516 6024.040479 -66.000000 -66.000000 0.234313 0.628237 6.000000 52.000000 778.860527 109.896971
219 94351.051629 -66.000000 1753.497268 756.000081 13235.770959 -66.000000 -66.000000 9.941431 0.074820 52.000000 52.000000 778.359949 109.983170
220 47087.165403 -71.750000 1920.999727 1200.999939 3750.000000 -71.750000 -71.750000 8.663211 0.541649 45.000000 45.000000 916.646871 78.739102
221 94183.610142 -72.250000 1920.999727 1198.999940 7500.000000 -72.250000 -72.250000 8.659684 0.096087 45.000000 45.000000 916.258417 78.861759
222 47702.402110 -76.250000 663.006263 132.000819 7587.265557 -76.250000 -76.250000 5.256479 0.059741 52.000000 52.000000 959.674447 -158.032620
223 93854.849828 -76.376170 664.003492 131.495409 7415.556760 -76.500000 -76.250000 9.058364 0.540516 97.000000 97.000000 960.231437 -158.109949
224 47102.230240 -77.000000 860.000074 1783.999676 3750.000000 -77.000000 -77.000000 8.700629 0.122407 45.000000 45.000000 779.029834 -12.002295
225 137429.022063 -83.577310 841.000248 583.000584 7500.000000 -83.750000 -83.500000 9.042728 0.184779 90.000000 90.000000 474.848781 -157.593612
226 47625.492420 -85.500000 300.000251 455.000209 3750.000000 -85.500000 -85.500000 9.189333 0.095614 45.000000 45.000000 918.026362 -128.143204
227 47592.284252 -86.500000 250.000284 1517.999807 3750.000000 -86.500000 -86.500000 8.969213 0.574030 45.000000 45.000000 917.605236 -57.279781
228 47624.946411 -86.500000 312.000214 1665.999800 3750.000000 -86.500000 -86.500000 9.037251 0.091551 45.000000 45.000000 958.559042 -47.790643
229 95174.784096 -86.875000 363.000336 605.000224 3750.000000 -87.000000 -86.750000 8.753005 0.552818 90.000000 90.000000 779.852146 -122.324684
230 42498.593586 -87.000000 64.000333 1072.999983 3750.000000 -87.000000 -87.000000 1.348222 0.105687 45.000000 45.000000 959.356221 -86.952684
231 47591.658900 -87.500000 250.000285 1516.999808 3750.000000 -87.500000 -87.500000 9.200662 0.572157 45.000000 45.000000 917.065085 -57.332344
232 47584.802348 -87.500000 730.000316 1486.999521 3750.000000 -87.500000 -87.500000 9.158367 0.960875 45.000000 45.000000 549.079566 -32.127052
233 42498.593586 -87.750000 64.000333 1072.999983 3750.000000 -87.750000 -87.750000 1.348222 0.105687 45.000000 45.000000 959.356221 -86.952684
234 47113.894620 -87.750000 127.000277 1220.999935 3750.000000 -87.750000 -87.750000 8.663318 0.545247 45.000000 45.000000 916.856302 -77.464414
235 47584.802348 -88.750000 730.000316 1486.999521 3750.000000 -88.750000 -88.750000 9.158367 0.960875 45.000000 45.000000 549.079566 -32.127052
236 47118.107759 -89.500000 486.000463 901.000110 3750.000000 -89.500000 -89.500000 8.725079 0.323498 45.000000 45.000000 549.487468 -102.721074
237 47076.000314 -89.500000 548.000555 1046.999952 3750.000000 -89.500000 -89.500000 8.152328 0.990077 45.000000 45.000000 474.658268 -86.980870
238 47076.000314 -90.250000 548.000555 1046.999952 3750.000000 -90.250000 -90.250000 8.152328 0.990077 45.000000 45.000000 474.658268 -86.980870
239 47781.046527 -90.250000 669.000432 1339.999597 3750.000000 -90.250000 -90.250000 6.339557 1.101215 45.000000 45.000000 475.113080 -47.985898
240 47076.000276 -95.750000 1494.999444 997.000048 3750.000000 -95.750000 -95.750000 7.729267 0.185649 45.000000 45.000000 473.659658 93.025501
241 42498.581152 -96.000000 1556.999431 1142.999875 3750.000000 -96.000000 -96.000000 1.348222 0.282772 45.000000 45.000000 548.511952 77.255923
242 47587.391845 -97.250000 1680.999664 1438.999776 3750.000000 -97.250000 -97.250000 8.721502 0.555393 45.000000 45.000000 779.852146 57.675316
243 47588.393946 -97.500000 1678.999663 1438.999775 3750.000000 -97.500000 -97.500000 8.223509 0.675537 45.000000 45.000000 778.162817 57.596574
244 47780.982295 -97.500000 1373.999568 704.000403 3750.000000 -97.500000 -97.500000 6.592418 1.103171 45.000000 45.000000 474.370572 132.094944
245 137423.164769 -97.577313 1202.309006 1460.999415 7500.000000 -97.750000 -97.500000 8.958099 0.828725 90.000000 90.000000 474.848781 22.406388
246 47069.607974 -97.750000 1978.999728 971.000025 3750.000000 -97.750000 -97.750000 1.535042 0.091773 45.000000 45.000000 958.357697 93.050494
247 47075.999568 -98.500000 1977.999725 971.000024 3750.000000 -98.500000 -98.500000 8.204554 0.091851 45.000000 45.000000 957.359113 93.053679
248 47114.204652 -98.500000 1915.999723 823.000065 3750.000000 -98.500000 -98.500000 8.720997 0.096105 45.000000 45.000000 915.880166 102.549164
249 47625.543769 -98.750000 1742.999750 1588.999791 3750.000000 -98.750000 -98.750000 9.188954 0.095696 45.000000 45.000000 917.240100 51.818215
250 47592.690633 -99.000000 1792.999715 526.000193 3750.000000 -99.000000 -99.000000 8.576438 0.575607 45.000000 45.000000 916.764075 122.754001
251 47583.620104 -99.250000 1312.999684 557.000479 3750.000000 -99.250000 -99.250000 7.619359 0.961773 45.000000 45.000000 548.548421 147.961403
252 47592.062092 -99.750000 1792.999715 527.000193 3750.000000 -99.750000 -99.750000 9.209888 0.575888 45.000000 45.000000 916.223428 122.701410
253 47583.620104 -100.500000 1312.999684 557.000479 3750.000000 -100.500000 -100.500000 7.619359 0.961773 45.000000 45.000000 548.548421 147.961403
254 47624.915894 -101.250000 1730.999786 378.000201 3750.000000 -101.250000 -101.250000 8.603254 0.091621 45.000000 45.000000 957.818583 132.249546
255 102220.402373 -104.750000 1379.448150 1911.940568 60238.351900 -104.750000 -104.750000 0.928834 0.060000 52.000000 52.000000 959.042958 21.883057
256 53341.533603 -104.971997 1380.118155 1912.945177 18272.689064 -105.000000 -104.750000 9.058509 0.443364 93.000000 97.000000 960.231437 21.890051
257 47099.764528 -112.750000 124.000275 833.000063 3750.000000 -112.750000 -112.750000 8.695183 0.542235 45.000000 45.000000 917.673407 -101.885442
258 93285.862576 -113.250000 124.996588 831.479804 13608.160551 -113.250000 -113.250000 1.002911 0.069994 52.000000 52.000000 917.013122 -101.991214
259 1176.458263 -113.250000 124.946046 832.729282 60239.953433 -113.250000 -113.250000 0.434176 0.059110 52.000000 52.000000 916.803797 -101.914175
260 47100.708576 -117.750000 1182.999926 260.000324 3750.000000 -117.750000 -117.750000 8.565111 0.113023 45.000000 45.000000 778.822497 168.069664
261 47482.014052 -118.000000 1431.999845 1841.999708 3750.000000 -118.000000 -118.000000 1.963648 0.552380 45.000000 45.000000 916.787541 26.565051
262 47289.725888 -119.750000 285.000348 1276.999876 3750.000000 -119.750000 -119.750000 8.967845 0.112806 45.000000 45.000000 779.867569 -70.914519
263 94568.297405 -120.624997 284.000347 1274.499888 3750.000000 -120.750000 -120.500000 8.970453 0.112813 90.000000 90.000000 779.838077 -71.146841
264 47623.860949 -121.500000 383.000211 363.000215 3750.000000 -121.500000 -121.500000 9.092015 0.476948 45.000000 45.000000 917.933247 -135.882762
265 47623.922900 -122.000000 385.000211 361.000216 3750.000000 -122.000000 -122.000000 9.096002 0.559767 45.000000 45.000000 917.981179 -136.059277
266 47100.032498 -123.250000 1918.999725 1210.999937 3750.000000 -123.250000 -123.250000 8.677071 0.403540 45.000000 45.000000 916.694869 78.101685
267 94204.488015 -123.875002 1917.999724 1212.499944 3750.000000 -124.000000 -123.750000 8.701975 0.485043 90.000000 90.000000 916.131258 77.966396
268 47626.250282 -126.250000 430.000209 1722.999764 3750.000000 -126.250000 -126.250000 8.559978 0.095653 45.000000 45.000000 917.531701 -40.181354
269 47625.921208 -127.250000 432.000272 512.000246 3750.000000 -127.250000 -127.250000 3.797074 0.672599 45.000000 45.000000 779.871417 -130.840357
270 95252.257238 -127.375000 426.500209 1719.999766 3750.000000 -127.500000 -127.250000 9.158962 0.095688 90.000000 90.000000 917.834094 -40.492959
271 47290.402475 -129.250000 1757.999652 767.000124 3750.000000 -129.250000 -129.250000 8.738784 0.112942 45.000000 45.000000 778.922605 109.109533
272 93304.907860 -130.000000 1758.995120 769.517262 15732.543003 -130.000000 -130.000000 1.009193 0.082370 52.000000 52.000000 779.043863 108.910640
273 1035.445250 -130.000000 1759.247085 768.128600 9562.812998 -130.000000 -130.000000 5.115928 0.019551 52.000000 52.000000 779.733257 109.001172
274 47623.861215 -136.500000 1660.999789 1680.999785 3750.000000 -136.500000 -136.500000 9.092015 0.483109 45.000000 45.000000 917.933247 44.117238
275 47623.955240 -137.000000 1656.999789 1682.999783 3750.000000 -137.000000 -137.000000 9.098009 0.501168 45.000000 45.000000 916.594483 43.850702
276 47388.811362 -138.500000 516.000492 810.000219 3750.000000 -138.500000 -138.500000 9.079432 0.160281 45.000000 45.000000 548.615903 -112.732334
277 47393.780879 -139.000000 516.000491 808.000221 3750.000000 -139.000000 -139.000000 9.083410 0.947375 45.000000 45.000000 549.391853 -112.924711
278 47625.892739 -139.000000 1610.999728 1531.999754 3750.000000 -139.000000 -139.000000 4.249364 0.673197 45.000000 45.000000 779.115157 49.111551
279 47626.265984 -142.250000 1612.999790 321.000236 3750.000000 -142.250000 -142.250000 9.165548 0.095721 45.000000 45.000000 916.886809 139.866388
280 47194.991329 -142.750000 72.000258 886.000049 3750.000000 -142.750000 -142.750000 7.433205 0.474239 45.000000 45.000000 959.685103 -98.146988
281 47438.278675 -143.250000 1616.996047 324.000518 7547.633255 -143.250000 -143.250000 1.333613 0.062482 52.000000 52.000000 917.182410 139.554714
282 46753.315766 -143.250000 1615.996166 323.999802 7451.802502 -143.250000 -143.250000 0.999517 0.062481 52.000000 52.000000 916.534627 139.602312
283 47388.811704 -145.250000 1527.999508 1233.999781 3750.000000 -145.250000 -145.250000 9.079620 0.160281 45.000000 45.000000 548.615903 67.267666
284 42498.573551 -145.500000 552.000667 955.000092 3750.000000 -145.500000 -145.500000 8.504420 1.026362 45.000000 45.000000 474.750840 -98.113035
285 47077.984453 -145.500000 106.000292 1037.999991 3750.000000 -145.500000 -145.500000 1.534744 0.095984 45.000000 45.000000 916.139435 -88.999302
286 47075.999697 -145.750000 1095.999964 107.000281 3750.000000 -145.750000 -145.750000 5.774179 0.095788 45.000000 45.000000 917.987189 175.376307
287 47395.877671 -146.000000 1525.999507 1235.999778 3750.000000 -146.000000 -146.000000 9.086090 0.950493 45.000000 45.000000 547.550370 66.993770
288 47075.999702 -146.250000 104.000291 1033.999993 3750.000000 -146.250000 -146.250000 1.534842 0.095787 45.000000 45.000000 918.078136 -89.251078
289 47075.853260 -149.000000 1097.999964 108.000281 3750.000000 -149.000000 -149.000000 1.534711 0.095875 45.000000 45.000000 917.154011 175.246735
290 47075.999627 -151.000000 1490.999474 1088.999901 3750.000000 -151.000000 -151.000000 8.505347 0.185664 45.000000 45.000000 473.761009 81.869900
291 47460.917940 -153.000000 158.000295 1329.999891 3750.000000 -153.000000 -153.000000 1.528207 0.095458 45.000000 45.000000 917.256466 -70.379791
292 47075.544640 -153.750000 1970.999740 1157.999954 3750.000000 -153.750000 -153.750000 1.535235 0.091752 45.000000 45.000000 958.695204 81.844542
293 47529.593117 -155.500000 182.000279 1483.999839 3750.000000 -155.500000 -155.500000 9.184970 0.547590 45.000000 45.000000 958.667504 -61.189207
294 47436.045963 -156.000000 640.000143 188.000293 3750.000000 -156.000000 -156.000000 9.120725 0.569677 45.000000 45.000000 917.321864 -155.390631
295 47075.928555 -156.000000 1937.999708 1006.000009 3750.000000 -156.000000 -156.000000 8.068930 0.095990 45.000000 45.000000 916.139435 91.000698
296 42498.596570 -156.250000 178.000291 1478.999845 3750.000000 -156.250000 -156.250000 1.518330 0.080484 45.000000 45.000000 959.783500 -61.565820
297 47075.999724 -156.750000 1937.999708 1011.000006 3750.000000 -156.750000 -156.750000 4.335155 0.095998 45.000000 45.000000 916.065753 90.688017
298 47527.906729 -158.750000 606.000563 1249.999675 3750.000000 -158.750000 -158.750000 7.619366 1.106031 45.000000 45.000000 474.383161 -61.273871
299 47518.023675 -159.500000 603.000562 1246.999682 3750.000000 -159.500000 -159.500000 9.178448 0.361515 45.000000 45.000000 475.589514 -61.764522
300 47545.835038 -163.000000 225.000291 568.000174 3750.000000 -163.000000 -163.000000 9.182861 0.573268 45.000000 45.000000 917.237362 -119.667402
301 95101.700634 -163.625000 227.000290 564.000176 3750.000000 -163.750000 -163.500000 9.133285 0.574255 90.000000 90.000000 917.490260 -119.946271
302 47305.333905 -164.250000 1884.999704 714.000110 3750.000000 -164.250000 -164.250000 8.859389 0.492044 45.000000 45.000000 916.314586 109.641205
303 47527.906375 -164.750000 1437.999437 794.000325 3750.000000 -164.750000 -164.750000 7.622014 1.105469 45.000000 45.000000 474.383161 118.726129
304 47520.359312 -165.500000 1438.999436 797.000320 3750.000000 -165.500000 -165.500000 8.308669 0.277216 45.000000 45.000000 473.828435 118.349893
305 47624.634600 -166.500000 618.000370 1393.999650 3750.000000 -166.500000 -166.500000 9.123328 0.159794 45.000000 45.000000 549.180699 -47.361375
306 47536.389234 -167.750000 642.000201 341.000342 3750.000000 -167.750000 -167.750000 7.760975 0.112656 45.000000 45.000000 779.846383 -150.838355
307 47530.159663 -168.000000 1860.999721 560.000161 3750.000000 -168.000000 -168.000000 8.091344 0.091730 45.000000 45.000000 957.791409 118.839622
308 47530.032438 -168.500000 646.000198 339.000343 3750.000000 -168.500000 -168.500000 9.182177 0.112688 45.000000 45.000000 779.656580 -151.166670
309 47521.597476 -168.750000 1864.999721 566.000159 3750.000000 -168.750000 -168.750000 8.125400 0.548817 45.000000 45.000000 958.428080 118.410075
310 47546.396855 -175.000000 1817.999709 1475.999826 3750.000000 -175.000000 -175.000000 9.190656 0.573249 45.000000 45.000000 916.368582 60.301651
311 47624.586955 -175.000000 1424.999630 650.000351 3750.000000 -175.000000 -175.000000 1.531627 0.952953 45.000000 45.000000 548.445477 132.709389
312 95103.361988 -175.625001 1815.499706 1479.999824 3750.000000 -175.750000 -175.500000 9.122411 0.575373 90.000000 90.000000 915.757816 59.991264
313 47075.999095 -177.750000 243.000344 1013.000007 3750.000000 -177.750000 -177.750000 8.045393 0.112881 45.000000 45.000000 779.051644 -90.661924
314 94190.794775 -178.500000 242.000343 1008.000010 7500.000000 -178.500000 -178.500000 7.509773 0.590987 45.000000 45.000000 780.125288 -91.028275
315 47559.494633 -178.750000 627.000211 1693.999659 3750.000000 -178.750000 -178.750000 8.872900 0.645696 45.000000 45.000000 779.492383 -30.446910
316 47567.515126 -179.500000 621.000214 1690.999660 3750.000000 -179.500000 -179.500000 8.992430 0.676017 45.000000 45.000000 779.975239 -30.938560
