SpotID IntegratedIntensity Omega(degrees) YCen(px) ZCen(px) IMax MinOme(degrees) MaxOme(degress) Radius(px) Theta(degrees) Eta(degrees) DeltaOmega NImgs RingNr GrainVolume GrainRadius PowderIntensity SigmaR SigmaEta NrPx NrPxTot
120.000000 47075.999719 37.250000 72.000260 1157.999951 3750.000000 37.250000 37.250000 959.685101 5.432523 -81.853012 0.250000 1.000000 5.000000 5129479.837500 106.986318 1578.488392 1.535206 0.484610 45.000000 45.000000
121.000000 5202.366138 36.750000 1615.590729 1719.886578 6024.000000 36.750000 36.750000 916.185368 5.191761 40.382984 0.250000 1.000000 4.000000 370667.790397 44.562076 4740.838162 9.809798 0.033278 52.000000 52.000000
122.000000 90280.293366 36.750000 1616.564841 1720.013283 60239.999999 36.750000 36.750000 916.913242 5.195796 40.424220 0.250000 1.000000 4.000000 6437858.561272 115.403135 4740.838162 1.069341 0.067897 52.000000 52.000000
123.000000 47546.326465 34.750000 1526.999509 810.000219 3750.000000 34.750000 34.750000 547.693720 3.125593 112.772759 0.250000 1.000000 2.000000 4868030.382763 105.136833 1177.064788 9.080587 0.159806 45.000000 45.000000
124.000000 47076.000483 34.500000 105.000292 1006.000009 3750.000000 34.500000 34.500000 917.139283 5.197049 -90.999607 0.250000 1.000000 4.000000 5177115.929440 107.316482 4740.838162 8.068835 0.504080 45.000000 45.000000
125.000000 47194.628815 34.500000 552.000522 1088.999902 3750.000000 34.500000 34.500000 474.750983 2.711992 -81.886968 0.250000 1.000000 1.000000 5202785.189068 107.493556 1565.589622 6.679530 1.020024 45.000000 45.000000
126.000000 47075.999916 34.250000 1095.999964 1936.999719 3750.000000 34.250000 34.250000 917.987189 5.201749 4.623693 0.250000 1.000000 4.000000 416370.408912 46.323043 4740.838162 8.302805 0.400055 45.000000 45.000000
127.000000 42498.586518 34.000000 1526.999465 808.000221 3750.000000 34.000000 34.000000 548.470934 3.129993 112.965404 0.250000 1.000000 2.000000 4345031.384668 101.228182 1177.064788 1.641674 0.243354 45.000000 45.000000
128.000000 47075.999705 33.750000 105.000292 1011.000006 3750.000000 33.750000 33.750000 917.065682 5.196641 -90.687266 0.250000 1.000000 4.000000 5177534.867331 107.319377 4740.838162 4.506679 0.439042 45.000000 45.000000
129.000000 47076.000060 31.000000 1097.999964 1935.999719 3750.000000 31.000000 31.000000 917.154011 5.197130 4.753265 0.250000 1.000000 4.000000 428045.144458 46.752014 4740.838162 8.273401 0.418576 45.000000 45.000000
130.000000 47626.274345 29.250000 1599.999791 310.000244 3750.000000 29.250000 29.250000 917.075466 5.196695 140.930386 0.250000 1.000000 4.000000 3300962.906242 92.367108 4740.838162 8.250197 0.095707 45.000000 45.000000
131.000000 47075.999221 29.000000 1490.999474 955.000099 3750.000000 29.000000 29.000000 473.761009 2.706371 98.130100 0.250000 1.000000 1.000000 5189510.793577 107.402058 1565.589622 1.535203 1.028618 45.000000 45.000000
132.000000 42498.594935 27.000000 158.000328 714.000114 3750.000000 27.000000 27.000000 917.256433 5.197698 -109.620210 0.250000 1.000000 4.000000 4402921.223069 101.675762 4740.838162 1.348222 0.133565 45.000000 45.000000
133.000000 47076.000443 26.250000 1970.999740 886.000049 3750.000000 26.250000 26.250000 958.695204 5.427052 98.155458 0.250000 1.000000 5.000000 5129417.832024 106.985886 1578.488392 7.816082 0.508400 45.000000 45.000000
134.000000 47529.593341 24.500000 182.000279 560.000161 3750.000000 24.500000 24.500000 958.667504 5.426899 -118.810793 0.250000 1.000000 5.000000 4583909.102239 103.050269 1578.488392 9.071092 0.548943 45.000000 45.000000
135.000000 47436.045289 24.000000 640.000143 1855.999707 3750.000000 24.000000 24.000000 917.321864 5.198061 -24.609369 0.250000 1.000000 4.000000 2171857.816523 80.336750 4740.838162 9.119943 0.185837 45.000000 45.000000
136.000000 47075.998776 24.000000 1936.999708 1037.999991 3750.000000 24.000000 24.000000 915.139588 5.185963 88.998209 0.250000 1.000000 4.000000 5177203.301190 107.317086 4740.838162 8.069004 0.505191 45.000000 45.000000
137.000000 47521.021844 23.750000 178.000279 566.000158 3750.000000 23.750000 23.750000 959.307764 5.430437 -118.381659 0.250000 1.000000 5.000000 4601814.002799 103.184267 1578.488392 9.180175 0.548295 45.000000 45.000000
138.000000 47075.999946 23.250000 1938.999708 1033.999993 3750.000000 23.250000 23.250000 917.078222 5.196710 89.250262 0.250000 1.000000 4.000000 5177463.497638 107.318883 4740.838162 8.051813 0.095891 45.000000 45.000000
139.000000 47526.758926 21.250000 605.000562 794.000323 3750.000000 21.250000 21.250000 475.260333 2.714884 -118.668187 0.250000 1.000000 1.000000 4643459.952815 103.494602 1565.589622 9.183420 0.184866 45.000000 45.000000
140.000000 47519.192382 20.500000 604.000563 797.000319 3750.000000 20.500000 20.500000 474.708738 2.711752 -118.292579 0.250000 1.000000 1.000000 4659277.714348 103.611985 1565.589622 9.102787 0.393959 45.000000 45.000000
141.000000 47545.833701 17.000000 225.000291 1475.999826 3750.000000 17.000000 17.000000 917.237362 5.197592 -60.332598 0.250000 1.000000 4.000000 4543790.785447 102.748756 4740.838162 9.193337 0.095776 45.000000 45.000000
142.000000 95259.037979 16.374794 227.501116 1479.999825 3750.000000 16.250000 16.500000 916.623903 5.194192 -60.022526 0.500000 2.000000 4.000000 9074876.404257 129.394963 4740.838162 9.195714 0.095746 90.000000 90.000000
143.000000 42498.594112 15.750000 1884.999672 1329.999886 3750.000000 15.750000 15.750000 916.314555 5.192477 70.358794 0.250000 1.000000 4.000000 4402382.025756 101.671611 4740.838162 1.348222 0.084302 45.000000 45.000000
144.000000 47529.054218 15.250000 1436.999436 1249.999674 3750.000000 15.250000 15.250000 473.506476 2.704925 61.215714 0.250000 1.000000 1.000000 4638567.420848 103.458240 1565.589622 9.141273 0.588800 45.000000 45.000000
145.000000 47519.190390 14.500000 1439.999437 1246.999681 3750.000000 14.500000 14.500000 474.708738 2.711752 61.707421 0.250000 1.000000 1.000000 4659277.519031 103.611984 1565.589622 9.103775 0.392288 45.000000 45.000000
146.000000 47624.636094 13.500000 618.000370 650.000350 3750.000000 13.500000 13.500000 549.180699 3.134011 -132.638625 0.250000 1.000000 2.000000 3890026.997746 97.563642 1177.064788 9.121671 0.188585 45.000000 45.000000
147.000000 47536.387996 12.250000 642.000201 1702.999658 3750.000000 12.250000 12.250000 779.846383 4.432479 -29.161645 0.250000 1.000000 3.000000 2559628.665445 84.858650 2361.430926 9.188591 0.112656 45.000000 45.000000
148.000000 47530.158097 12.000000 1860.999721 1483.999839 3750.000000 12.000000 12.000000 957.791409 5.422057 61.160378 0.250000 1.000000 5.000000 4582730.893546 103.041439 1578.488392 9.020825 0.549393 45.000000 45.000000
149.000000 47530.032083 11.500000 646.000198 1704.999657 3750.000000 11.500000 11.500000 779.656580 4.431417 -28.833330 0.250000 1.000000 3.000000 2532955.508412 84.562858 2361.430926 9.173524 0.112688 45.000000 45.000000
150.000000 47522.658725 11.250000 1864.999721 1478.999841 3750.000000 11.250000 11.250000 958.904263 5.428208 61.537370 0.250000 1.000000 5.000000 4598469.772836 103.159266 1578.488392 9.138307 0.548574 45.000000 45.000000
151.000000 47624.586080 5.000000 1424.999630 1393.999649 3750.000000 5.000000 5.000000 548.445477 3.129849 47.290611 0.250000 1.000000 2.000000 3885610.774901 97.526707 1177.064788 7.826745 0.160008 45.000000 45.000000
152.000000 42498.596015 5.000000 1817.999699 568.000169 3750.000000 5.000000 5.000000 916.368576 5.192776 119.698350 0.250000 1.000000 4.000000 4060224.239898 98.966255 4740.838162 9.132951 0.084297 45.000000 45.000000
153.000000 95416.376514 4.375000 1815.999710 564.000175 3750.000000 4.250000 4.500000 916.623903 5.194192 119.977474 0.500000 2.000000 4.000000 9089865.299684 129.466164 4740.838162 8.840595 0.095393 90.000000 90.000000
154.000000 47075.999964 2.250000 243.000344 1030.999993 3750.000000 2.250000 2.250000 779.051644 4.428033 -89.338076 0.250000 1.000000 3.000000 5203141.967000 107.496013 2361.430926 8.045790 0.112881 45.000000 45.000000
155.000000 32157.400999 1.500000 241.825797 1035.998532 12445.289891 1.500000 1.500000 780.299780 4.435015 -88.972062 0.250000 1.000000 3.000000 3553874.048237 94.668277 2361.430926 0.967650 0.073294 45.000000 52.000000
156.000000 62127.779847 1.500000 242.850276 1036.000177 9621.622782 1.500000 1.500000 779.275495 4.429285 -88.970590 0.250000 1.000000 3.000000 6866099.469065 117.907246 2361.430926 9.070679 0.594080 50.000000 52.000000
157.000000 47560.553750 1.250000 626.000211 350.000341 3750.000000 1.250000 1.250000 779.999599 4.433336 -149.489763 0.250000 1.000000 3.000000 2668277.704716 86.042722 2361.430926 9.200000 0.433424 45.000000 45.000000
158.000000 47566.511359 0.500000 622.000214 353.000341 3750.000000 0.500000 0.500000 779.461592 4.430326 -149.124488 0.250000 1.000000 3.000000 2697451.765640 86.355173 2361.430926 1.533038 0.676436 45.000000 45.000000
159.000000 47434.658522 -0.750000 1402.999858 188.000293 3750.000000 -0.750000 -0.750000 916.905886 5.195755 155.447443 0.250000 1.000000 4.000000 2167097.409562 80.278012 4740.838162 9.119593 0.229773 45.000000 45.000000
160.000000 47483.268024 -5.000000 611.000155 202.000292 3750.000000 -5.000000 -5.000000 917.235190 5.197580 -153.379078 0.250000 1.000000 4.000000 2339379.942531 82.351349 4740.838162 8.766347 0.526648 45.000000 45.000000
161.000000 47076.000500 -5.000000 1494.999444 1046.999952 3750.000000 -5.000000 -5.000000 473.659658 2.705795 86.974499 0.250000 1.000000 1.000000 5234902.941999 107.714295 1565.589622 8.196977 0.185649 45.000000 45.000000
162.000000 47076.000276 -5.000000 1494.999444 997.000048 3750.000000 -5.000000 -5.000000 473.659658 2.705795 93.025501 0.250000 1.000000 1.000000 5234902.917090 107.714294 1565.589622 7.729267 0.185649 45.000000 45.000000
163.000000 47535.157956 -6.000000 1400.999800 341.000343 3750.000000 -6.000000 -6.000000 779.359597 4.429756 150.902553 0.250000 1.000000 3.000000 2554428.851853 84.801148 2361.430926 9.185990 0.112727 45.000000 45.000000
164.000000 47075.998570 -6.750000 1799.999656 1013.000007 3750.000000 -6.750000 -6.750000 778.051711 4.422440 90.662775 0.250000 1.000000 3.000000 5203180.230211 107.496276 2361.430926 3.442483 0.592498 45.000000 45.000000
165.000000 47528.763965 -6.750000 1396.999802 339.000343 3750.000000 -6.750000 -6.750000 779.174809 4.428722 151.231087 0.250000 1.000000 3.000000 2527720.900502 84.504565 2361.430926 8.809585 0.260319 45.000000 45.000000
166.000000 94152.001408 -7.375000 1800.999657 1008.000011 3750.000000 -7.500000 -7.250000 779.125449 4.428446 91.029595 0.500000 2.000000 3.000000 10405291.596151 135.432184 2361.430926 7.630982 0.438735 90.000000 90.000000
167.000000 47521.612047 -9.500000 216.000292 586.000166 3750.000000 -9.500000 -9.500000 916.368586 5.192777 -118.410858 0.250000 1.000000 4.000000 4597172.226628 103.149562 4740.838162 9.167128 0.095881 45.000000 45.000000
168.000000 58055.367679 -10.250000 211.431749 590.938250 10169.500056 -10.250000 -10.250000 918.060521 5.202155 -118.004131 0.250000 1.000000 4.000000 5637541.322648 110.407958 4740.838162 1.096401 0.598674 56.000000 56.000000
169.000000 48549.636930 -10.250000 211.515125 592.162307 51294.999955 -10.250000 -10.250000 917.412761 5.198565 -117.939080 0.250000 1.000000 4.000000 4717346.786188 104.040652 4740.838162 1.122956 0.043760 56.000000 56.000000
170.000000 47623.746878 -11.250000 631.000357 1407.999646 3750.000000 -11.250000 -11.250000 549.432841 3.135438 -45.368694 0.250000 1.000000 2.000000 3763017.815636 96.490055 1177.064788 9.078942 0.946870 45.000000 45.000000
171.000000 47558.426747 -16.250000 1415.999790 1693.999658 3750.000000 -16.250000 -16.250000 778.986120 4.427667 30.383501 0.250000 1.000000 3.000000 2658153.589433 85.933761 2361.430926 9.199097 0.126017 45.000000 45.000000
172.000000 47552.529588 -16.750000 192.000278 1501.999831 3750.000000 -16.750000 -16.750000 958.801010 5.427637 -59.958636 0.250000 1.000000 5.000000 4530864.609979 102.651230 1578.488392 9.193801 0.091620 45.000000 45.000000
173.000000 47566.510236 -16.750000 1421.999786 1690.999659 3750.000000 -16.750000 -16.750000 779.461592 4.430326 30.875512 0.250000 1.000000 3.000000 2697451.701956 86.355172 2361.430926 1.533038 0.676436 45.000000 45.000000
174.000000 47558.535623 -17.500000 195.000278 1506.999829 3750.000000 -17.500000 -17.500000 958.724869 5.427216 -59.610207 0.250000 1.000000 5.000000 4515413.155882 102.534408 1578.488392 9.199143 0.091623 45.000000 45.000000
175.000000 47551.243668 -20.000000 611.000562 1258.999660 3750.000000 -20.000000 -20.000000 474.435851 2.710203 -60.030432 0.250000 1.000000 1.000000 4586968.232522 103.073188 1565.589622 9.195904 0.185158 45.000000 45.000000
176.000000 47779.604866 -20.000000 1411.999644 636.000353 3750.000000 -20.000000 -20.000000 548.721650 3.131412 134.704663 0.250000 1.000000 2.000000 3770571.789690 96.554578 1177.064788 9.058004 0.441175 45.000000 45.000000
177.000000 47555.945087 -20.750000 612.000561 1260.999657 3750.000000 -20.750000 -20.750000 474.573889 2.710987 -59.760945 0.250000 1.000000 1.000000 4574923.380981 102.982889 1565.589622 7.630346 1.110468 45.000000 45.000000
178.000000 47522.214319 -21.250000 1826.999708 1457.999834 3750.000000 -21.250000 -21.250000 915.489151 5.187901 61.559365 0.250000 1.000000 4.000000 4595972.663260 103.140589 4740.838162 9.167609 0.095973 45.000000 45.000000
179.000000 47354.134581 -22.000000 168.000296 1356.999878 3750.000000 -22.000000 -22.000000 917.355118 5.198245 -68.581330 0.250000 1.000000 4.000000 4848632.073990 104.996996 4740.838162 9.046339 0.095872 45.000000 45.000000
180.000000 47072.106778 -22.000000 1832.000255 1452.999928 7501.255849 -22.000000 -22.000000 917.530028 5.199215 61.982624 0.250000 1.000000 4.000000 4570456.801175 102.949364 4740.838162 0.999551 0.062416 56.000000 56.000000
181.000000 47123.845878 -22.000000 1830.999729 1451.999983 7502.797958 -22.000000 -22.000000 916.177137 5.191715 62.008437 0.250000 1.000000 4.000000 4576632.018471 102.995708 4740.838162 0.999644 0.062558 56.000000 56.000000
182.000000 47552.310797 -26.250000 1431.999438 785.000341 3750.000000 -26.250000 -26.250000 473.569823 2.705285 120.030006 0.250000 1.000000 1.000000 4584296.720289 103.053173 1565.589622 9.195525 0.185496 45.000000 45.000000
183.000000 47556.987538 -27.000000 1430.999438 783.000345 3750.000000 -27.000000 -27.000000 473.710223 2.706082 120.299967 0.250000 1.000000 1.000000 4572204.016592 102.962481 1565.589622 1.533138 1.112548 45.000000 45.000000
184.000000 47076.000695 -28.500000 106.000289 1056.999981 3750.000000 -28.500000 -28.500000 916.668134 5.194437 -87.811816 0.250000 1.000000 4.000000 5174148.528589 107.295974 4740.838162 8.148339 0.472300 45.000000 45.000000
185.000000 47075.998275 -29.250000 106.000289 1061.999979 3750.000000 -29.250000 -29.250000 916.872657 5.195571 -87.499590 0.250000 1.000000 4.000000 5172984.318975 107.287926 4740.838162 8.051964 0.510213 45.000000 45.000000
186.000000 47553.053864 -29.250000 1850.999722 542.000169 3750.000000 -29.250000 -29.250000 957.935476 5.422854 120.071307 0.250000 1.000000 5.000000 4529580.147734 102.641529 1578.488392 9.196722 0.091702 45.000000 45.000000
187.000000 47558.535740 -30.250000 1848.999722 537.000171 3750.000000 -30.250000 -30.250000 958.724869 5.427216 120.389793 0.250000 1.000000 5.000000 4515413.166990 102.534408 1578.488392 9.199143 0.091623 45.000000 45.000000
188.000000 42498.593446 -32.000000 69.000332 913.000037 3750.000000 -32.000000 -32.000000 959.212886 5.429913 -96.524889 0.250000 1.000000 5.000000 4647655.092789 103.525760 1578.488392 1.348222 0.080532 45.000000 45.000000
189.000000 47354.743928 -33.250000 1874.999704 687.000122 3750.000000 -33.250000 -33.250000 916.424254 5.193085 111.441501 0.250000 1.000000 4.000000 4847975.708983 104.992258 4740.838162 9.046950 0.095969 45.000000 45.000000
190.000000 47076.001185 -34.750000 550.000531 968.000087 3750.000000 -34.750000 -34.750000 475.078403 2.713851 -96.526646 0.250000 1.000000 1.000000 5208195.348469 107.530802 1565.589622 8.415737 0.689086 45.000000 45.000000
191.000000 47361.781647 -39.000000 512.000494 819.000207 3750.000000 -39.000000 -39.000000 548.915670 3.132511 -111.704494 0.250000 1.000000 2.000000 4886222.073437 105.267635 1177.064788 9.040024 0.819615 45.000000 45.000000
192.000000 47076.001252 -39.000000 1936.999710 987.000019 3750.000000 -39.000000 -39.000000 915.668864 5.188898 92.190573 0.250000 1.000000 4.000000 5174185.792564 107.296232 4740.838162 8.057303 0.096036 45.000000 45.000000
193.000000 47352.950466 -39.500000 511.000494 822.000204 3750.000000 -39.500000 -39.500000 548.744397 3.131541 -111.374849 0.250000 1.000000 2.000000 4896425.072998 105.340854 1177.064788 9.045122 0.160274 45.000000 45.000000
194.000000 47076.000282 -39.750000 1936.999711 983.000021 3750.000000 -39.750000 -39.750000 915.830481 5.189794 92.440637 0.250000 1.000000 4.000000 5173264.885831 107.289866 4740.838162 8.156752 0.096018 45.000000 45.000000
195.000000 47076.000519 -40.250000 1492.999468 1075.999912 3750.000000 -40.250000 -40.250000 474.084897 2.708210 83.459617 0.250000 1.000000 1.000000 5208076.532291 107.529984 1565.589622 8.416526 1.005104 45.000000 45.000000
196.000000 42498.593570 -43.000000 1973.999668 1130.999963 3750.000000 -43.000000 -43.000000 958.219369 5.424422 83.468317 0.250000 1.000000 5.000000 4647634.339842 103.525606 1578.488392 4.057341 0.080616 45.000000 45.000000
197.000000 47626.341091 -43.250000 441.000209 1731.999758 3750.000000 -43.250000 -43.250000 917.420521 5.198608 -39.293801 0.250000 1.000000 4.000000 3316849.364057 92.515048 4740.838162 8.978353 0.095670 45.000000 45.000000
198.000000 93894.859550 -44.250000 443.497522 1733.480198 11909.631292 -44.250000 -44.250000 916.989198 5.196217 -39.114460 0.250000 1.000000 4.000000 6514105.267337 115.856940 4740.838162 3.508750 0.078950 56.000000 56.000000
199.000000 849.763267 -44.250000 443.192958 1734.348292 51294.999999 -44.250000 -44.250000 917.854934 5.201016 -39.095024 0.250000 1.000000 4.000000 58928.609584 24.140478 4740.838162 0.411138 0.120308 56.000000 56.000000
200.000000 47626.364486 -45.750000 420.000283 526.000246 3750.000000 -45.750000 -45.750000 780.012445 4.433408 -129.485801 0.250000 1.000000 3.000000 4062516.013565 98.984872 2361.430926 4.715187 0.229332 45.000000 45.000000
201.000000 47362.814207 -45.750000 1530.999506 1224.999792 3750.000000 -45.750000 -45.750000 547.986690 3.127251 68.256839 0.250000 1.000000 2.000000 4885039.249320 105.259140 1177.064788 9.054438 0.717604 45.000000 45.000000
202.000000 47353.974701 -46.250000 1531.999505 1221.999795 3750.000000 -46.250000 -46.250000 547.813302 3.126270 68.587032 0.250000 1.000000 2.000000 4895279.328057 105.332637 1177.064788 9.046182 0.160545 45.000000 45.000000
203.000000 47623.723350 -47.250000 374.000213 372.000213 3750.000000 -47.250000 -47.250000 917.825390 5.200852 -135.088283 0.250000 1.000000 4.000000 3697668.715024 95.928237 4740.838162 9.071209 0.566603 45.000000 45.000000
204.000000 47623.726219 -47.500000 372.000213 375.000213 3750.000000 -47.500000 -47.500000 917.119647 5.196940 -134.867473 0.250000 1.000000 4.000000 3711965.248840 96.051709 4740.838162 7.481193 0.477760 45.000000 45.000000
205.000000 47075.999705 -49.250000 947.000036 1936.999719 3750.000000 -49.250000 -49.250000 918.068342 5.202198 -4.685899 0.250000 1.000000 4.000000 421973.243557 46.529898 4740.838162 8.303052 0.095779 45.000000 45.000000
206.000000 47076.000480 -54.000000 945.000037 1935.999719 3750.000000 -54.000000 -54.000000 917.237418 5.197593 -4.815516 0.250000 1.000000 4.000000 433651.018150 46.955224 4740.838162 8.314600 0.110662 45.000000 45.000000
207.000000 47309.965779 -55.750000 289.000348 1285.999870 3750.000000 -55.750000 -55.750000 779.092049 4.428259 -70.192821 0.250000 1.000000 3.000000 4919868.517001 105.508706 2361.430926 1.535306 0.634328 45.000000 45.000000
208.000000 9472.210833 -56.500000 288.775678 1287.557449 60239.999909 -56.500000 -56.500000 779.832460 4.432401 -70.090746 0.250000 1.000000 3.000000 984396.902734 61.710710 2361.430926 0.775147 0.058767 52.000000 52.000000
209.000000 85935.284789 -56.500000 289.573985 1288.036531 52441.180675 -56.500000 -56.500000 779.245342 4.429117 -70.037638 0.250000 1.000000 3.000000 8927837.608738 128.692298 2361.430926 1.112043 0.073765 52.000000 52.000000
210.000000 47626.365736 -57.250000 1622.999717 1517.999753 3750.000000 -57.250000 -57.250000 779.240922 4.429092 50.467444 0.250000 1.000000 3.000000 4059806.448976 98.962860 2361.430926 8.754996 0.616813 45.000000 45.000000
211.000000 47626.329328 -59.500000 1601.999790 312.000243 3750.000000 -59.500000 -59.500000 916.787550 5.195099 140.754566 0.250000 1.000000 4.000000 3313443.089053 92.483368 4740.838162 8.780395 0.095736 45.000000 45.000000
212.000000 47626.289770 -60.500000 1599.999790 311.000244 3750.000000 -60.500000 -60.500000 916.299302 5.192392 140.890976 0.250000 1.000000 4.000000 3303784.405951 92.393417 4740.838162 9.178874 0.095788 45.000000 45.000000
213.000000 47088.355629 -61.250000 123.000274 842.000061 3750.000000 -61.250000 -61.250000 916.842673 5.195405 -101.322188 0.250000 1.000000 4.000000 5078441.035980 106.630293 4740.838162 8.668367 0.541590 45.000000 45.000000
214.000000 94183.153030 -61.750000 122.000273 845.000060 7500.000000 -61.750000 -61.750000 917.239602 5.197605 -101.126175 0.250000 1.000000 4.000000 10164442.299294 134.379075 4740.838162 8.658323 0.540880 45.000000 45.000000
215.000000 47623.724898 -62.000000 1668.999787 1671.999786 3750.000000 -62.000000 -62.000000 917.119647 5.196940 44.867473 0.250000 1.000000 4.000000 3694825.699170 95.903645 4740.838162 9.074318 0.095683 45.000000 45.000000
216.000000 47623.722429 -62.250000 1670.999786 1668.999787 3750.000000 -62.250000 -62.250000 916.411178 5.193013 45.088419 0.250000 1.000000 4.000000 3709141.763809 96.027349 4740.838162 9.073240 0.095757 45.000000 45.000000
217.000000 47309.965800 -65.250000 1754.999652 758.000130 3750.000000 -65.250000 -65.250000 779.092049 4.428259 109.807179 0.250000 1.000000 3.000000 4919868.519185 105.508706 2361.430926 1.535307 0.653875 45.000000 45.000000
218.000000 116.467684 -66.000000 1754.367319 756.930516 6024.040479 -66.000000 -66.000000 778.860527 4.426964 109.896971 0.250000 1.000000 3.000000 12104.901110 14.243746 2361.430926 0.234313 0.628237 6.000000 52.000000
219.000000 94351.051629 -66.000000 1753.497268 756.000081 13235.770959 -66.000000 -66.000000 778.359949 4.424164 109.983170 0.250000 1.000000 3.000000 9800925.370296 132.757630 2361.430926 9.941431 0.074820 52.000000 52.000000
220.000000 47087.165403 -71.750000 1920.999727 1200.999939 3750.000000 -71.750000 -71.750000 916.646871 5.194319 78.739102 0.250000 1.000000 4.000000 5079406.634185 106.637050 4740.838162 8.663211 0.541649 45.000000 45.000000
221.000000 94183.610142 -72.250000 1920.999727 1198.999940 7500.000000 -72.250000 -72.250000 916.258417 5.192166 78.861759 0.250000 1.000000 4.000000 10164158.063121 134.377823 4740.838162 8.659684 0.096087 45.000000 45.000000
222.000000 47702.402110 -76.250000 663.006263 132.000819 7587.265557 -76.250000 -76.250000 959.674447 5.432464 -158.032620 0.250000 1.000000 5.000000 1963250.390142 77.677581 1578.488392 5.256479 0.059741 52.000000 52.000000
223.000000 93854.849828 -76.376170 664.003492 131.495409 7415.556760 -76.500000 -76.250000 960.231437 5.435542 -158.109949 0.500000 2.000000 5.000000 3847874.627827 97.209961 1578.488392 9.058364 0.540516 97.000000 97.000000
224.000000 47102.230240 -77.000000 860.000074 1783.999676 3750.000000 -77.000000 -77.000000 779.029834 4.427911 -12.002295 0.250000 1.000000 3.000000 1081828.362127 63.682961 2361.430926 8.700629 0.122407 45.000000 45.000000
225.000000 137429.022063 -83.577310 841.000248 583.000584 7500.000000 -83.750000 -83.500000 474.848781 2.712548 -157.593612 0.500000 2.000000 1.000000 5830523.425672 111.653664 1565.589622 9.042728 0.184779 90.000000 90.000000
226.000000 47625.492420 -85.500000 300.000251 455.000209 3750.000000 -85.500000 -85.500000 918.026362 5.201966 -128.143204 0.250000 1.000000 4.000000 4119362.962712 99.444435 4740.838162 9.189333 0.095614 45.000000 45.000000
227.000000 47592.284252 -86.500000 250.000284 1517.999807 3750.000000 -86.500000 -86.500000 917.605236 5.199631 -57.279781 0.250000 1.000000 4.000000 4403724.328478 101.681943 4740.838162 8.969213 0.574030 45.000000 45.000000
228.000000 47624.946411 -86.500000 312.000214 1665.999800 3750.000000 -86.500000 -86.500000 958.559042 5.426300 -47.790643 0.250000 1.000000 5.000000 3882430.934875 97.500096 1578.488392 9.037251 0.091551 45.000000 45.000000
229.000000 95174.784096 -86.875000 363.000336 605.000224 3750.000000 -87.000000 -86.750000 779.852146 4.432511 -122.324684 0.500000 2.000000 3.000000 8888653.901868 128.503748 2361.430926 8.753005 0.552818 90.000000 90.000000
230.000000 42498.593586 -87.000000 64.000333 1072.999983 3750.000000 -87.000000 -87.000000 959.356221 5.430705 -86.952684 0.250000 1.000000 5.000000 4671345.274480 103.701360 1578.488392 1.348222 0.105687 45.000000 45.000000
231.000000 47591.658900 -87.500000 250.000285 1516.999808 3750.000000 -87.500000 -87.500000 917.065085 5.196637 -57.332344 0.250000 1.000000 4.000000 4406282.382556 101.701628 4740.838162 9.200662 0.572157 45.000000 45.000000
232.000000 47584.802348 -87.500000 730.000316 1486.999521 3750.000000 -87.500000 -87.500000 549.079566 3.133438 -32.127052 0.250000 1.000000 2.000000 2809524.949994 87.534938 1177.064788 9.158367 0.960875 45.000000 45.000000
233.000000 42498.593586 -87.750000 64.000333 1072.999983 3750.000000 -87.750000 -87.750000 959.356221 5.430705 -86.952684 0.250000 1.000000 5.000000 4671345.274480 103.701360 1578.488392 1.348222 0.105687 45.000000 45.000000
234.000000 47113.894620 -87.750000 127.000277 1220.999935 3750.000000 -87.750000 -87.750000 916.856302 5.195480 -77.464414 0.250000 1.000000 4.000000 5058502.226666 106.490560 4740.838162 8.663318 0.545247 45.000000 45.000000
235.000000 47584.802348 -88.750000 730.000316 1486.999521 3750.000000 -88.750000 -88.750000 549.079566 3.133438 -32.127052 0.250000 1.000000 2.000000 2809524.949994 87.534938 1177.064788 9.158367 0.960875 45.000000 45.000000
236.000000 47118.107759 -89.500000 486.000463 901.000110 3750.000000 -89.500000 -89.500000 549.487468 3.135748 -102.721074 0.250000 1.000000 2.000000 5103631.843041 106.806310 1177.064788 8.725079 0.323498 45.000000 45.000000
237.000000 47076.000314 -89.500000 548.000555 1046.999952 3750.000000 -89.500000 -89.500000 474.658268 2.711466 -86.980870 0.250000 1.000000 1.000000 5234909.146985 107.714337 1565.589622 8.152328 0.990077 45.000000 45.000000
238.000000 47076.000314 -90.250000 548.000555 1046.999952 3750.000000 -90.250000 -90.250000 474.658268 2.711466 -86.980870 0.250000 1.000000 1.000000 5234909.146985 107.714337 1565.589622 8.152328 0.990077 45.000000 45.000000
239.000000 47781.046527 -90.250000 669.000432 1339.999597 3750.000000 -90.250000 -90.250000 475.113080 2.714048 -47.985898 0.250000 1.000000 1.000000 3952912.057481 98.086562 1565.589622 6.339557 1.101215 45.000000 45.000000
240.000000 47076.000276 -95.750000 1494.999444 997.000048 3750.000000 -95.750000 -95.750000 473.659658 2.705795 93.025501 0.250000 1.000000 1.000000 5234902.917090 107.714294 1565.589622 7.729267 0.185649 45.000000 45.000000
241.000000 42498.581152 -96.000000 1556.999431 1142.999875 3750.000000 -96.000000 -96.000000 548.511952 3.130225 77.255923 0.250000 1.000000 2.000000 4602871.140659 103.192168 1177.064788 1.348222 0.282772 45.000000 45.000000
