%YLab ZLab Omega GrainRadius SpotID RingNumber Eta Ttheta OmegaIni(NoWedgeCorr) YOrig(NoWedgeCorr) ZOrig(NoWedgeCorr) YOrig(DetCor) ZOrig(DetCor) OmegaOrig(DetCor) IntegratedIntensity(count)
-118199.95800 -140199.95280   -142.22388     93.06120    157.00000      4.00000    139.86639     10.39130   -142.22388 -118199.95800 -140199.95280   1612.99979    321.00024   -142.22388  47626.26598
-126999.95780 132199.95660   -136.97030     95.32528    158.00000      4.00000     43.85070     10.38806   -136.97030 -126999.95780 132199.95660   1656.99979   1682.99978   -136.97030  47623.95524
-127799.95780 131799.95700   -136.47013     95.47818    159.00000      4.00000     44.11724     10.40290   -136.47013 -127799.95780 131799.95700   1660.99979   1680.99978   -136.47013  47623.86121
119099.95820 139599.95320   -127.34831    117.53156    160.00000      4.00000    -40.46921     10.39820   -127.34831 119099.95820 139599.95320    426.50021   1719.99977   -127.34831  95252.25724
118399.95820 140199.95280   -126.22355     93.09166    161.00000      4.00000    -40.18135     10.39845   -126.22355 118399.95820 140199.95280    430.00021   1722.99976   -126.22355  47626.25028
-179199.94480  38099.98880   -123.80701    134.24389    162.00000      4.00000     77.99698     10.38177   -123.80701 -179199.94480  38099.98880   1917.99972   1212.49994   -123.80701  94204.48801
-179399.94500  37799.98740   -123.18188    106.56571    163.00000      4.00000     78.10169     10.38917   -123.18188 -179399.94500  37799.98740   1918.99972   1210.99994   -123.18188  47100.03250
127399.95780 -132199.95680   -121.97062     95.37679    164.00000      4.00000   -136.05928     10.40343   -121.97062 127399.95780 -132199.95680    385.00021    361.00022   -121.97062  47623.92290
127799.95780 -131799.95700   -121.47046     95.47818    165.00000      4.00000   -135.88276     10.40290   -121.47046 127799.95780 -131799.95700    383.00021    363.00022   -121.47046  47623.86095
-81999.96900 163999.94160   -117.98324     82.29726    166.00000      4.00000     26.56505     10.39020   -117.98324 -81999.96900 163999.94160   1431.99985   1841.99971   -117.98324  47482.01405
179400.68240 -38104.03920   -113.18233    133.81320    167.00000      4.00000   -101.99121     10.39270   -113.18233 179400.68240 -38104.03920    124.99659    831.47980   -113.18233  93285.86258
179410.79080 -37854.14360   -113.18223     31.15019    168.00000      4.00000   -101.91418     10.39038   -113.18223 179410.79080 -37854.14360    124.94605    832.72928   -113.18223   1176.45826
179599.94500 -37799.98740   -112.68221    106.56688    169.00000      4.00000   -101.88544     10.40002   -112.68221 179599.94500 -37799.98740    124.00028    833.00006   -112.68221  47099.76453
-154199.94300 -98999.96140    -99.70711    101.68935    170.00000      4.00000    122.70141     10.38394    -99.70711 -154199.94300 -98999.96140   1792.99971    527.00019    -99.70711  47592.06209
-154199.94300 -99199.96140    -98.95719    101.66963    171.00000      4.00000    122.75400     10.38994    -98.95719 -154199.94300 -99199.96140   1792.99971    526.00019    -98.95719  47592.69063
-144199.95000 113399.95820    -98.71265     99.42716    172.00000      4.00000     51.81822     10.39522    -98.71265 -144199.95000 113399.95820   1742.99975   1588.99979    -98.71265  47625.54377
-178799.94460 -39799.98700    -98.43302    106.48923    173.00000      4.00000    102.54916     10.38014    -98.43302 -178799.94460 -39799.98700   1915.99972    823.00006    -98.43302  47114.20465
178999.94460  39799.98700    -87.68270    106.49056    174.00000      4.00000    -77.46441     10.39096    -87.68270 178999.94460  39799.98700    127.00028   1220.99994    -87.68270  47113.89462
154399.94300  98999.96160    -87.45679    101.70163    175.00000      4.00000    -57.33234     10.39327    -87.45679 154399.94300  98999.96160    250.00028   1516.99981    -87.45679  47591.65890
154399.94320  99199.96140    -86.45687    101.68194    176.00000      4.00000    -57.27978     10.39926    -86.45687 154399.94320  99199.96140    250.00028   1517.99981    -86.45687  47592.28425
144399.94980 -113399.95820    -85.46297     99.44443    177.00000      4.00000   -128.14320     10.40393    -85.46297 144399.94980 -113399.95820    300.00025    455.00021    -85.46297  47625.49242
-179799.94540  35399.98800    -72.18091    134.37782    178.00000      4.00000     78.86176     10.38433    -72.18091 -179799.94540  35399.98800   1920.99973   1198.99994    -72.18091  94183.61014
-179799.94540  35799.98780    -71.68107    106.63705    179.00000      4.00000     78.73910     10.38864    -71.68107 -179799.94540  35799.98780   1920.99973   1200.99994    -71.68107  47087.16540
-129799.95720 129399.95740    -62.21916     96.02735    180.00000      4.00000     45.08842     10.38603    -62.21916 -129799.95720 129399.95740   1670.99979   1668.99979    -62.21916  47623.72243
-129399.95740 129999.95720    -61.96940     95.90364    181.00000      4.00000     44.86747     10.39388    -61.96940 -129399.95740 129999.95720   1668.99979   1671.99979    -61.96940  47623.72490
179999.94540 -35399.98800    -61.68123    134.37908    182.00000      4.00000   -101.12617     10.39521    -61.68123 179999.94540 -35399.98800    122.00027    845.00006    -61.68123  94183.15303
179799.94520 -35999.98780    -61.18148    106.63029    183.00000      4.00000   -101.32219     10.39081    -61.18148 179799.94520 -35999.98780    123.00027    842.00006    -61.18148  47088.35563
-115599.95800 -142199.95120    -60.47469     92.39342    184.00000      4.00000    140.89098     10.38478    -60.47469 -115599.95800 -142199.95120   1599.99979    311.00024    -60.47469  47626.28977
-115999.95800 -141999.95140    -59.47461     92.48337    185.00000      4.00000    140.75457     10.39020    -59.47461 -115999.95800 -141999.95140   1601.99979    312.00024    -59.47461  47626.32933
 15399.99260 182799.94380    -53.99089     46.95522    186.00000      4.00000     -4.81552     10.39519    -53.99089  15399.99260 182799.94380    945.00004   1935.99972    -53.99089  47076.00048
 14999.99280 182999.94380    -49.24097     46.52990    187.00000      4.00000     -4.68590     10.40440    -49.24097  14999.99280 182999.94380    947.00004   1936.99972    -49.24097  47075.99971
129999.95740 -129399.95740    -47.46948     96.05171    188.00000      4.00000   -134.86747     10.39388    -47.46948 129999.95740 -129399.95740    372.00021    375.00021    -47.46948  47623.72622
129599.95740 -129999.95740    -47.21973     95.92824    189.00000      4.00000   -135.08828     10.40170    -47.21973 129599.95740 -129999.95740    374.00021    372.00021    -47.21973  47623.72335
115700.49560 142296.03960    -44.22440    115.85694    190.00000      4.00000    -39.11446     10.39243    -44.22440 115700.49560 142296.03960    443.49752   1733.48020    -44.22440  93894.85955
115761.40840 142469.65840    -44.22447     24.14048    191.00000      4.00000    -39.09502     10.40203    -44.22447 115761.40840 142469.65840    443.19296   1734.34829    -44.22447    849.76327
116199.95820 141999.95160    -43.22428     92.51505    192.00000      4.00000    -39.29380     10.39722    -43.22428 116199.95820 141999.95160    441.00021   1731.99976    -43.22428  47626.34109
-182999.94220  -7799.99580    -39.67000    107.28987    193.00000      4.00000     92.44064     10.37959    -39.67000 -182999.94220  -7799.99580   1936.99971    983.00002    -39.67000  47076.00028
-182999.94200  -6999.99620    -38.91968    107.29623    194.00000      4.00000     92.19057     10.37780    -38.91968 -182999.94200  -6999.99620   1936.99971    987.00002    -38.91968  47076.00125
-170599.94080 -66999.97560    -33.19409    104.99226    195.00000      4.00000    111.44150     10.38617    -33.19409 -170599.94080 -66999.97560   1874.99970    687.00012    -33.19409  47354.74393
183199.94220   7999.99580    -29.16976    107.28793    196.00000      4.00000    -87.49959     10.39114    -29.16976 183199.94220   7999.99580    106.00029   1061.99998    -29.16976  47075.99827
183199.94220   6999.99620    -28.41935    107.29597    197.00000      4.00000    -87.81182     10.38887    -28.41935 183199.94220   6999.99620    106.00029   1056.99998    -28.41935  47076.00070
-162000.05100  86199.98560    -21.95158    102.94936    198.00000      4.00000     61.98262     10.39843    -21.95158 -162000.05100  86199.98560   1832.00025   1452.99993    -21.95158  47072.10678
-161799.94580  85999.99660    -21.95150    102.99571    199.00000      4.00000     62.00844     10.38343    -21.95150 -161799.94580  85999.99660   1830.99973   1451.99998    -21.95150  47123.84588
170799.94080  66999.97560    -21.94377    104.99700    200.00000      4.00000    -68.58133     10.39649    -21.94377 170799.94080  66999.97560    168.00030   1356.99988    -21.94377  47354.13458
-160999.94160  87199.96680    -21.20199    103.14059    201.00000      4.00000     61.55936     10.37580    -21.20199 -160999.94160  87199.96680   1826.99971   1457.99983    -21.20199  47522.21432
162113.65020 -86212.35000    -10.20191    110.40796    202.00000      4.00000   -118.00413     10.40431    -10.20191 162113.65020 -86212.35000    211.43175    590.93825    -10.20191  58055.36768
162096.97500 -85967.53860    -10.20181    104.04065    203.00000      4.00000   -117.93908     10.39713    -10.20181 162096.97500 -85967.53860    211.51513    592.16231    -10.20181  48549.63693
161199.94160 -87199.96680     -9.45231    103.14956    204.00000      4.00000   -118.41086     10.38555     -9.45231 161199.94160 -87199.96680    216.00029    586.00017     -9.45231  47521.61205
 82199.96900 -163999.94160     -4.98356     82.35135    205.00000      4.00000   -153.37908     10.39516     -4.98356  82199.96900 -163999.94160    611.00015    202.00029     -4.98356  47483.26802
-76199.97160 -166799.94140     -0.73470     80.27801    206.00000      4.00000    155.44744     10.39151     -0.73470 -76199.97160 -166799.94140   1402.99986    188.00029     -0.73470  47434.65852
-158799.94200 -91599.96500      4.42090    129.46616    207.00000      4.00000    119.97747     10.38838      4.42090 -158799.94200 -91599.96500   1815.99971    564.00018      4.42090  95416.37651
-159199.93980 -90799.96620      5.04622     98.96626    208.00000      4.00000    119.69835     10.38555      5.04622 -159199.93980 -90799.96620   1817.99970    568.00017      5.04622  42498.59602
-172599.93440  61599.97720     15.80843    101.67161    209.00000      4.00000     70.35879     10.38495     15.80843 -172599.93440  61599.97720   1884.99967   1329.99989     15.80843  42498.59411
158899.77680  91599.96500     16.42102    129.39496    210.00000      4.00000    -60.03811     10.39318     16.42102 158899.77680  91599.96500    227.50112   1479.99983     16.42102  95259.03798
159399.94180  90799.96520     17.04655    102.74876    211.00000      4.00000    -60.33260     10.39518     17.04655 159399.94180  90799.96520    225.00029   1475.99983     17.04655  47545.83370
-183399.94160   2399.99860     23.33252    107.31888    212.00000      4.00000     89.25026     10.39342     23.33252 -183399.94160   2399.99860   1938.99971   1033.99999     23.33252  47075.99995
 76399.97140 166799.94140     24.01563     80.33675    213.00000      4.00000    -24.60937     10.39612     24.01563  76399.97140 166799.94140    640.00014   1855.99971     24.01563  47436.04529
-182999.94160   3199.99820     24.08219    107.31709    214.00000      4.00000     88.99821     10.37193     24.08219 -182999.94160   3199.99820   1936.99971   1037.99999     24.08219  47075.99878
172799.93440 -61599.97720     27.05811    101.67576    215.00000      4.00000   -109.62021     10.39540     27.05811 172799.93440 -61599.97720    158.00033    714.00011     27.05811  42498.59494
-115599.95820 -142399.95120     29.27523     92.36711    216.00000      4.00000    140.93039     10.39339     29.27523 -115599.95820 -142399.95120   1599.99979    310.00024     29.27523  47626.27434
-15199.99280 182799.94380     31.00911     46.75201    217.00000      4.00000      4.75326     10.39426     31.00911 -15199.99280 182799.94380   1097.99996   1935.99972     31.00911  47076.00006
183399.94160  -2199.99880     33.83228    107.31938    218.00000      4.00000    -90.68727     10.39328     33.83228 183399.94160  -2199.99880    105.00029   1011.00001     33.83228  47075.99971
-14799.99280 182999.94380     34.25903     46.32304    219.00000      4.00000      4.62369     10.40350     34.25903 -14799.99280 182999.94380   1095.99996   1936.99972     34.25903  47075.99992
183399.94160  -3199.99820     34.58187    107.31648    220.00000      4.00000    -90.99961     10.39410     34.58187 183399.94160  -3199.99820    105.00029   1006.00001     34.58187  47076.00048
-118718.14580 139577.31560     36.77670     44.56208    221.00000      4.00000     40.38298     10.38352     36.77670 -118718.14580 139577.31560   1615.59073   1719.88658     36.77670   5202.36614
-118912.96820 139602.65660     36.77669    115.40314    222.00000      4.00000     40.42422     10.39159     36.77669 -118912.96820 139602.65660   1616.56484   1720.01328     36.77669  90280.29337
-118199.95800 140199.95280     37.77645     93.06121    223.00000      4.00000     40.13361     10.39130     37.77645 -118199.95800 140199.95280   1612.99979   1722.99976     37.77645  47626.26831
-127199.95780 -132199.95680     43.02938     95.35108    224.00000      4.00000    136.10425     10.39574     43.02938 -127199.95780 -132199.95680   1657.99979    361.00022     43.02938  47623.94036
-127599.95780 -131799.95680     43.52954     95.45268    225.00000      4.00000    135.92761     10.39519     43.52954 -127599.95780 -131799.95680   1659.99979    363.00022     43.52954  47623.87875
119099.95820 -139599.95320     52.65137    117.53156    226.00000      4.00000   -139.53079     10.39820     52.65137 119099.95820 -139599.95320    426.50021    324.00023     52.65137  95252.25611
118399.95820 -140199.95280     53.77612     93.09166    227.00000      4.00000   -139.81865     10.39845     53.77612 118399.95820 -140199.95280    430.00021    321.00024     53.77612  47626.25002
-179199.94480 -38099.98880     56.19267    134.24389    228.00000      4.00000    102.00302     10.38177     56.19267 -179199.94480 -38099.98880   1917.99972    831.50006     56.19267  94204.48853
-179399.94500 -37799.98740     56.81779    106.56571    229.00000      4.00000    101.89831     10.38917     56.81779 -179399.94500 -37799.98740   1918.99972    833.00006     56.81779  47100.03272
127199.95780 132199.95680     58.02970     95.35107    230.00000      4.00000    -43.89575     10.39574     58.02970 127199.95780 132199.95680    386.00021   1682.99978     58.02970  47623.94005
127999.95780 131799.95700     58.52987     95.50362    231.00000      4.00000    -44.16202     10.41062     58.52987 127999.95780 131799.95700    382.00021   1680.99978     58.52987  47623.84978
179398.67120  38097.18820     66.81799    134.05389    232.00000      4.00000    -78.01075     10.39251     66.81799 179398.67120  38097.18820    125.00664   1212.48594     66.81799  93789.46119
179458.22760  38173.68660     66.81796     27.05619    233.00000      4.00000    -77.99124     10.39662     66.81796 179458.22760  38173.68660    124.70886   1212.86843     66.81796    771.16710
179599.94500  37799.98740     67.31812    106.56688    234.00000      4.00000    -78.11456     10.40002     67.31812 179599.94500  37799.98740    124.00028   1210.99994     67.31812  47099.76335
-154199.94300  98999.96140     80.29321    101.68935    235.00000      4.00000     57.29859     10.38394     80.29321 -154199.94300  98999.96140   1792.99971   1516.99981     80.29321  47592.06494
-154199.94180  99199.96320     81.04313     97.90451    236.00000      4.00000     57.24600     10.38994     81.04313 -154199.94180  99199.96320   1792.99971   1517.99982     81.04313  42498.59684
-144199.95000 -113399.95820     81.28703     99.42716    237.00000      4.00000    128.18178     10.39522     81.28703 -144199.95000 -113399.95820   1742.99975    455.00021     81.28703  47625.54475
-178799.94460  39799.98700     81.56730    106.48922    238.00000      4.00000     77.45084     10.38014     81.56730 -178799.94460  39799.98700   1915.99972   1220.99994     81.56730  47114.20132
178999.94460 -39799.98700     92.31698    106.49056    239.00000      4.00000   -102.53559     10.39096     92.31698 178999.94460 -39799.98700    127.00028    823.00006     92.31698  47113.89601
154399.94300 -98999.96160     92.54289    101.70163    240.00000      4.00000   -122.66766     10.39327     92.54289 154399.94300 -98999.96160    250.00028    527.00019     92.54289  47591.65833
154399.94320 -99199.96140     93.54281    101.68195    241.00000      4.00000   -122.72022     10.39926     93.54281 154399.94320 -99199.96140    250.00028    526.00019     93.54281  47592.28763
144399.94980 113399.95820     94.53735     99.44443    242.00000      4.00000    -51.85680     10.40393     94.53735 144399.94980 113399.95820    300.00025   1588.99979     94.53735  47625.49319
-179799.94540 -35399.98800    107.81877    134.37782    243.00000      4.00000    101.13824     10.38433    107.81877 -179799.94540 -35399.98800   1920.99973    845.00006    107.81877  94183.60960
-179599.94520 -35999.98780    108.31852    106.62925    244.00000      4.00000    101.33447     10.37994    108.31852 -179599.94520 -35999.98780   1919.99973    842.00006    108.31852  47088.59489
-129799.95720 -129399.95740    117.78052     96.02735    245.00000      4.00000    134.91158     10.38603    117.78052 -129799.95720 -129399.95740   1670.99979    375.00021    117.78052  47623.72427
-129399.95740 -129999.95720    118.03027     95.90365    246.00000      4.00000    135.13253     10.39388    118.03027 -129399.95740 -129999.95720   1668.99979    372.00021    118.03027  47623.72637
179999.94540  35399.98800    118.31909    134.37908    247.00000      4.00000    -78.87383     10.39521    118.31909 179999.94540  35399.98800    122.00027   1198.99994    118.31909  94183.15152
179999.94540  35999.98780    118.81885    106.63133    248.00000      4.00000    -78.69007     10.40168    118.81885 179999.94540  35999.98780    122.00027   1201.99994    118.81885  47088.11304
-115499.95800 142299.95120    119.40059    116.32735    249.00000      4.00000     39.06505     10.38559    119.40059 -115499.95800 142299.95120   1599.49979   1733.49976    119.40059  95252.54181
-115999.95800 141999.95140    120.52572     92.48337    250.00000      4.00000     39.24543     10.39020    120.52572 -115999.95800 141999.95140   1601.99979   1731.99976    120.52572  47626.32928
 15399.99260 -182799.94380    126.00879     46.95522    251.00000      4.00000   -175.18448     10.39519    126.00879  15399.99260 -182799.94380    945.00004    108.00028    126.00879  47075.99836
 14999.99280 -182999.94380    130.75871     46.52990    252.00000      4.00000   -175.31410     10.40440    130.75871  14999.99280 -182999.94380    947.00004    107.00028    130.75871  47076.00055
129999.95740 129399.95740    132.53084     96.05171    253.00000      4.00000    -45.13253     10.39388    132.53084 129999.95740 129399.95740    372.00021   1668.99979    132.53084  47623.72694
129599.95740 129999.95740    132.78060     95.92824    254.00000      4.00000    -44.91172     10.40170    132.78060 129599.95740 129999.95740    374.00021   1671.99979    132.78060  47623.72524
115794.07480 -142325.22980    135.77526    111.06197    255.00000      4.00000   -140.86862     10.39696    135.77526 115794.07480 -142325.22980    443.02963    310.37385    135.77526  82682.87364
115828.74740 -142118.69960    135.77534     60.22137    256.00000      4.00000   -140.81948     10.38930    135.77534 115828.74740 -142118.69960    442.85626    311.40650    135.77534  13167.73519
116199.95820 -141999.95160    136.77539     92.51505    257.00000      4.00000   -140.70620     10.39722    136.77539 116199.95820 -141999.95160    441.00021    312.00024    136.77539  47626.33996
-182999.94240   7999.99580    140.33024    107.35729    258.00000      4.00000     87.49686     10.38007    140.33024 -182999.94240   7999.99580   1936.99971   1061.99998    140.33024  47167.05193
-182999.94200   6999.99620    141.08065    107.29623    259.00000      4.00000     87.80943     10.37780    141.08065 -182999.94200   6999.99620   1936.99971   1056.99998    141.08065  47075.99970
-170599.94080  66999.97560    146.80623    104.99226    260.00000      4.00000     68.55850     10.38617    146.80623 -170599.94080  66999.97560   1874.99970   1356.99988    146.80623  47354.74675
183199.94220  -7799.99580    150.83000    107.28962    261.00000      4.00000    -92.43798     10.39066    150.83000 183199.94220  -7799.99580    106.00029    983.00002    150.83000  47076.00005
183199.94220  -6999.99620    151.58032    107.29598    262.00000      4.00000    -92.18818     10.38887    151.58032 183199.94220  -6999.99620    106.00029    987.00002    151.58032  47076.00570
-81999.96920 -163999.94160    152.01644     82.29725    263.00000      4.00000    153.43495     10.39020    152.01644 -81999.96920 -163999.94160   1431.99985    202.00029    152.01644  47482.01097
-161716.30560 -85903.84380    158.04822     66.27339    264.00000      4.00000    117.97728     10.37683    158.04822 -161716.30560 -85903.84380   1830.58153    592.48078    158.04822  12552.81233
-161924.58800 -86127.86820    158.04813    124.14410    265.00000      4.00000    118.00856     10.39286    158.04813 -161924.58800 -86127.86820   1831.62294    591.36066    158.04813  82534.08820
170799.94100 -66999.97560    158.05591    104.99699    266.00000      4.00000   -111.41867     10.39649    158.05591 170799.94100 -66999.97560    168.00029    687.00012    158.05591  47354.13305
-160999.94160 -87199.96680    158.79769    103.14059    267.00000      4.00000    118.44064     10.37580    158.79769 -160999.94160 -87199.96680   1826.99971    586.00017    158.79769  47522.21352
162073.29140  86067.45360    169.79848    128.60878    268.00000      4.00000    -62.02990     10.39857    169.79848 162073.29140  86067.45360    211.63354   1452.33727    169.79848  91730.54032
162274.95240  86273.52940    169.79839     69.57087    269.00000      4.00000    -62.00264     10.41380    169.79839 162274.95240  86273.52940    210.62524   1453.36765    169.79839  14524.44225
161199.94160  87199.96680    170.54801    103.14956    270.00000      4.00000    -61.58914     10.38555    170.54801 161199.94160  87199.96680    216.00029   1457.99983    170.54801  47521.61253
 82199.96900 163999.94160    175.01676     82.35135    271.00000      4.00000    -26.62092     10.39516    175.01676  82199.96900 163999.94160    611.00015   1841.99971    175.01676  47483.26644
-76199.97160 166799.94140    179.26563     80.27801    272.00000      4.00000     24.55256     10.39151    179.26563 -76199.97160 166799.94140   1402.99986   1855.99971    179.26563  47434.65810
-168599.94420 -91199.96820   -168.70394    103.17574    273.00000      5.00000    118.41008     10.85115   -168.70394 -168599.94420 -91199.96820   1864.99972    566.00016   -168.70394  47521.59748
-167799.94420 -92399.96780   -167.95443    103.04144    274.00000      5.00000    118.83962     10.84411   -167.95443 -167799.94420 -92399.96780   1860.99972    560.00016   -167.95443  47530.15966
168799.94180  91399.96900   -156.20369     99.39640    275.00000      5.00000    -61.56582     10.86613   -156.20369 168799.94180  91399.96900    178.00029   1478.99985   -156.20369  42498.59657
167999.94420  92399.96780   -155.45410    103.05027    276.00000      5.00000    -61.18921     10.85380   -155.45410 167999.94420  92399.96780    182.00028   1483.99984   -155.45410  47529.59312
-189799.94800  27199.99080   -153.67757    106.98554    277.00000      5.00000     81.84454     10.85410   -153.67757 -189799.94800  27199.99080   1970.99974   1157.99995   -153.67757  47075.54464
189999.94840 -27199.99020   -142.67790    107.07638    278.00000      5.00000    -98.14699     10.86505   -142.67790 189999.94840 -27199.99020     72.00026    886.00005   -142.67790  47194.99133
-71623.63100 178189.03540   -104.96101     80.52184    279.00000      5.00000     21.89781     10.87101   -104.96101 -71623.63100 178189.03540   1380.11815   1912.94518   -104.96101  53341.53360
-71489.63000 177988.11360   -104.73893    100.02289    280.00000      5.00000     21.88306     10.85795   -104.73893 -71489.63000 177988.11360   1379.44815   1911.94057   -104.73893 102220.40237
-141799.95720 -128799.95980   -101.21924     97.47960    281.00000      5.00000    132.24955     10.84441   -101.21924 -141799.95720 -128799.95980   1730.99979    378.00020   -101.21924  47624.91589
-191199.94500 -10199.99520    -98.42098    107.29873    282.00000      5.00000     93.05368     10.83934    -98.42098 -191199.94500 -10199.99520   1977.99972    971.00002    -98.42098  47075.99957
-191399.94560 -10199.99500    -97.67098    107.29365    283.00000      5.00000     93.05049     10.85037    -97.67098 -191399.94560 -10199.99500   1978.99973    971.00003    -97.67098  47069.60797
191599.93340  10199.99660    -87.67065    103.70136    284.00000      5.00000    -86.95268     10.86141    -87.67065 191599.93340  10199.99660     64.00033   1072.99998    -87.67065  42498.59359
191599.93340  10199.99660    -86.92065    103.70136    285.00000      5.00000    -86.95268     10.86141    -86.92065 191599.93340  10199.99660     64.00033   1072.99998    -86.92065  42498.59359
141999.95720 128799.96000    -86.46891     97.50010    286.00000      5.00000    -47.79064     10.85260    -86.46891 141999.95720 128799.96000    312.00021   1665.99980    -86.46891  47624.94641
 71599.30160 -178100.91820    -76.36547     97.20996    287.00000      5.00000   -158.09912     10.86599    -76.36547  71599.30160 -178100.91820    664.00349    131.49541    -76.36547  93854.84983
 71798.74740 -177999.83620    -76.23926     77.67758    288.00000      5.00000   -158.03262     10.86493    -76.23926  71798.74740 -177999.83620    663.00626    132.00082    -76.23926  47702.40211
-190399.93360  21799.99260    -42.92537    103.52561    289.00000      5.00000     83.46832     10.84884    -42.92537 -190399.93360  21799.99260   1973.99967   1130.99996    -42.92537  42498.59357
190599.93360 -21799.99260    -31.92570    103.52576    290.00000      5.00000    -96.52489     10.85983    -31.92570 190599.93360 -21799.99260     69.00033    913.00004    -31.92570  42498.59345
-165399.94440 -96999.96580    -30.20630    102.53441    291.00000      5.00000    120.38979     10.85443    -30.20630 -165399.94440 -96999.96580   1848.99972    537.00017    -30.20630  47558.53574
-165799.94440 -95999.96620    -29.20589    102.64153    292.00000      5.00000    120.07131     10.84571    -29.20589 -165799.94440 -95999.96620   1850.99972    542.00017    -29.20589  47553.05386
165399.94440  96999.96580    -17.45597    102.53441    293.00000      5.00000    -59.61021     10.85443    -17.45597 165399.94440  96999.96580    195.00028   1506.99983    -17.45597  47558.53562
165999.94440  95999.96620    -16.70557    102.65123    294.00000      5.00000    -59.95864     10.85527    -16.70557 165999.94440  95999.96620    192.00028   1501.99983    -16.70557  47552.52959
-168599.94420  91399.96820     11.29631    103.15927    295.00000      5.00000     61.53737     10.85642     11.29631 -168599.94420  91399.96820   1864.99972   1478.99984     11.29631  47522.65873
-167799.94420  92399.96780     12.04590    103.04144    296.00000      5.00000     61.16038     10.84411     12.04590 -167799.94420  92399.96780   1860.99972   1483.99984     12.04590  47530.15810
168799.94420 -91199.96840     23.79606    103.18427    297.00000      5.00000   -118.38166     10.86087     23.79606 168799.94420 -91199.96840    178.00028    566.00016     23.79606  47521.02184
167999.94420 -92399.96780     24.54557    103.05027    298.00000      5.00000   -118.81079     10.85380     24.54557 167999.94420 -92399.96780    182.00028    560.00016     24.54557  47529.59334
-189799.94800 -27199.99020     26.32210    106.98589    299.00000      5.00000     98.15546     10.85410     26.32210 -189799.94800 -27199.99020   1970.99974    886.00005     26.32210  47076.00044
189999.94800  27199.99020     37.32243    106.98632    300.00000      5.00000    -81.85301     10.86505     37.32243 189999.94800  27199.99020     72.00026   1157.99995     37.32243  47075.99972
-71380.57720 -178174.79380     75.06690     84.18767    301.00000      5.00000    158.16792     10.86528     75.06690 -71380.57720 -178174.79380   1378.90289    131.12603     75.06690  61110.51471
-71517.38740 -177966.24120     75.26076     96.37181    302.00000      5.00000    158.10681     10.85740     75.26076 -71517.38740 -177966.24120   1379.58694    132.16879     75.26076  91389.86673
-141799.95720 128799.95980     78.78109     97.47960    303.00000      5.00000     47.75045     10.84441     78.78109 -141799.95720 128799.95980   1730.99979   1665.99980     78.78109  47624.91661
-191399.94500  10199.99520     81.57935    107.29851    304.00000      5.00000     86.94951     10.85037     81.57935 -191399.94500  10199.99520   1978.99972   1072.99998     81.57935  47075.99957
-191399.94500  10199.99520     82.32935    107.29851    305.00000      5.00000     86.94951     10.85037     82.32935 -191399.94500  10199.99520   1978.99972   1072.99998     82.32935  47075.99957
191399.94500 -10199.99520     92.32902    107.29851    306.00000      5.00000    -93.05049     10.85037     92.32902 191399.94500 -10199.99520     65.00028    971.00002     92.32902  47075.99968
191599.94520 -10199.99520     93.07902    107.29829    307.00000      5.00000    -93.04732     10.86141     93.07902 191599.94520 -10199.99520     64.00027    971.00002     93.07902  47075.99993
141999.95720 -128799.95980     93.53076     97.50010    308.00000      5.00000   -132.20936     10.85260     93.53076 141999.95720 -128799.95980    312.00021    378.00020     93.53076  47624.94730
 71814.71140 178185.18180    103.54738     81.62754    309.00000      5.00000    -21.95112     10.87476    103.54738  71814.71140 178185.18180    662.92644   1912.92591    103.54738  55436.05416
 71683.00900 177991.92320    103.76107     94.79740    310.00000      5.00000    -21.93621     10.86213    103.76107  71683.00900 177991.92320    663.58496   1911.95962    103.76107  86821.61158
-190399.94740 -21799.99140    137.07430    107.11643    311.00000      5.00000     96.53168     10.84885    137.07430 -190399.94740 -21799.99140   1973.99974    913.00004    137.07430  47075.99816
190599.94740  21799.99140    148.07463    107.11660    312.00000      5.00000    -83.47511     10.85983    148.07463 190599.94740  21799.99140     69.00026   1130.99996    148.07463  47075.99984
-165199.94440  96999.96580    149.79403    102.52445    313.00000      5.00000     59.57995     10.84490    149.79403 -165199.94440  96999.96580   1847.99972   1506.99983    149.79403  47559.04699
-165799.94440  95999.96620    150.79443    102.64153    314.00000      5.00000     59.92869     10.84571    150.79443 -165799.94440  95999.96620   1850.99972   1501.99983    150.79443  47553.05326
165599.94440 -96799.96600    162.54378    102.56187    315.00000      5.00000   -120.30804     10.85839    162.54378 165599.94440 -96799.96600    194.00028    538.00017    162.54378  47557.14612
165999.94440 -95999.96620    163.29411    102.65123    316.00000      5.00000   -120.04136     10.85527    163.29411 165999.94440 -95999.96620    192.00028    542.00017    163.29411  47552.52900
